ensembl_gene_id	uniprotswissprot
YLR161W	P0CE96
YLR161W	P0CE98
YLR161W	P0CE97
YBR255W	P38335
YJL044C	P32806
YDL020C	Q03465
YBR205W	P38130
YLR287C	Q05881
YDL025C	Q12100
YBR296C-A	Q8TGU5
YGR145W	P48234
YNR029C	P53729
YDR374C	Q06390
YHL007C	Q03497
YJL157C	P21268
YKL082C	P36080
YCR022C	P25620
YLR366W	Q7LIF1
YDL207W	Q12315
YDR270W	P38995
YCR089W	P25653
YMR218C	Q03660
YOR089C	P36017
YMR315W	Q04869
YMR001C	P32562
YDR152W	Q03768
YDL148C	Q99207
YOL098C	Q12496
YJR142W	P47173
YLR410W	Q06685
YOR171C	Q12246
YBL043W	P38195
YJL034W	P16474
YEL057C	P39983
YNL130C-A	Q3E808
YOL089C	Q12180
YAR014C	P27637
YNL107W	P53930
YHR018C	P04076
YOL150C	Q08293
YLR230W	A0A023PXG7
YLR097C	Q12347
YLR397C	P32794
YEL069C	P39924
YLR120C	P32329
YDR379C-A	Q3E785
YLR335W	P32499
YNR065C	P53751
YNL332W	P42883
YKR070W	P36151
YGL011C	P21243
YGR147C	P37293
YGR036C	P53223
YJL183W	P46985
YNL023C	P53971
YAL037C-B	Q8TGR8
YOR095C	Q12189
YJR031C	P47102
YLR399C	P35817
YML121W	Q00582
YGL122C	P32505
YLL044W	Q07880
YDR218C	Q04921
YDL018C	Q12403
YMR085W	P0CF18
YHR076W	P38797
YJL066C	P40364
YMR105W-A	Q8TGS8
YBR130C	P38272
YKR021W	P36117
YOL146W	Q12146
YOR224C	P20436
YMR122C	Q03879
YFL029C	P43568
YBR206W	P38309
YOR302W	P08521
YGL261C	P0CE93
YGL261C	P0CE92
YGL261C	Q3E770
YAR053W	P39559
YLR453C	Q06208
YJR077C	P23641
YDR507C	Q12263
YBR122C	P36531
YLL057C	Q12358
YMR217W	P38625
YDL003W	Q12158
YLR388W	P41057
YPR190C	P32349
YPL043W	P37838
YNR056C	P53744
YGL041C	P53182
YEL043W	P32618
YKR016W	P36112
YGR099W	P53038
YGR046W	P53230
YDR524C-B	Q3E6R4
YFL030W	P43567
YMR298W	Q03579
YDR371W	Q06350
YBR295W	P38360
YNL186W	P53874
YMR057C	Q04674
YLR249W	P16521
YER096W	P39000
YER017C	P39925
YFL058W	P43534
YJL064W	P47038
YML042W	P32796
YEL019C	P38632
YDR359C	Q06337
YMR320W	Q04897
YFL016C	P35191
YDL180W	Q12301
YLR151C	Q12524
YKR033C	P36128
YHL019C	P38700
YGL188C-A	Q8TGU1
YNL153C	P53900
YPL108W	Q02872
YMR287C	P39112
YNL130C	P17898
YCL016C	P25559
YBR004C	P38211
YIL053W	P41277
YLR260W	Q06147
YHR061C	P38785
YNL088W	P06786
YLL010C	Q07800
YGR216C	P53306
YBR202W	P38132
YER009W	P33331
YDL133W	Q12516
YAL036C	P39729
YMR289W	Q03266
YKR059W	P10081
YGR047C	P33339
YKR069W	P36150
YOR286W	Q08742
YJL136W-A	Q3E801
YOR046C	P20449
YPL105C	Q02875
YDR335W	P52918
YLR133W	P20485
YNL216W	P11938
YLR329W	Q02721
YIL101C	P40489
YDR351W	P42223
YDL150W	P25441
YBR001C	P35172
YKR053C	P23501
YIL120W	P40475
YPL168W	Q12467
YFR040W	P43612
YOR388C	Q08911
YML048W	Q04697
YOR228C	Q12106
YGR238C	P50090
YLL011W	P33750
YPR018W	Q12495
YOL112W	Q12317
YGR282C	P15703
YER104W	P40063
YOR141C	Q12386
YPR132W	P0CX29
YPR132W	P0CX30
YNL276C	P53837
YCL031C	P25368
YNL108C	P53929
YLR384C	Q06706
YPL222C-A	Q8TGL0
YKL218C	P36007
YCL048W-A	Q2V2Q2
YDL177C	Q12257
YJR010C-A	P46965
YMR250W	Q04792
YOL131W	Q08270
YPR137W	Q06506
YLR203C	P32335
YPL219W	Q08966
YBL113C	Q7M4S9
YMR230W-A	Q3E7B5
YNL252C	P36528
YDR171W	Q12329
YDR364C	P40968
YBR288C	P38153
YLR156C-A	P0CY04
YLR156C-A	P0CY05
YLR156C-A	P0CY03
YLR156C-A	P0CY02
YKL167C	P32388
YCR018C	P09007
YCL022C	
YBR282W	P36526
YJR033C	P47104
YOR049C	
YER067W	P40043
YDR309C	Q06648
YGL132W	P53126
YBL072C	P0CX39
YBL072C	P0CX40
YAL059C-A	A0A023PYD0
YFL041W	P43561
YOL143C	P50861
YLR394W	Q06032
YCR087C-A	P37263
YBR103W	P38262
YOR172W	Q12340
YDL239C	Q07732
YDL228C	Q07658
YJL068C	P40363
YDL156W	Q12510
YBR107C	P38265
YDL016C	Q12115
YJL112W	P47025
YMR124W	P39523
YBL024W	P38205
YMR311C	P41818
YKL142W	P35719
YJL039C	P47054
YOR149C	Q04174
YDR524W-C	P0C1Z1
YJL180C	P22135
YLR021W	Q07951
YBR012C	P38214
YBR188C	P38302
YJL147C	P47007
YPL029W	P32580
YGR169C	P53294
YLR331C	O13555
YLR450W	P12684
YLR140W	Q12077
YMR322C	Q04902
YDL085W	Q07500
YLR157W-E	P0CF00
YJR116W	P47153
YDR300C	P32264
YGR063C	P32914
YPL113C	Q02961
YKL011C	Q03702
YLR390W	Q06011
YDL168W	P32771
YPL190C	P38996
YKL160W	P36053
YPL241C	P46670
YHR068W	P38791
YGR256W	P53319
YOL164W	Q08347
YPL281C	P0CX10
YPL281C	P0CX11
YLR291C	P32502
YPL023C	P46151
YJL025W	P40992
YPR043W	P0CX25
YPR043W	P0CX26
YKL144C	P35718
YML119W	Q03208
YOR011W	Q08409
YGL036W	P53185
YHR218W-A	Q3E7Y4
YHR218W-A	A0A023PXF5
YKL055C	P35731
YBL075C	P09435
YPR116W	Q06109
YER044C-A	P29467
YHR037W	P07275
YLR408C	Q06071
YHR012W	P38759
YGR192C	P00359
YOR071C	Q08485
YNL181W	P53878
YDR360W	P87286
YDR195W	P42073
YGL191W	P32799
YDR321W	P38986
YLR240W	P22543
YJR062C	P40354
YGR051C	P53232
YKR043C	P36136
YOR022C	Q12204
YOR125C	P41735
YGR013W	P53207
YIL032C	P40536
YBR102C	P38261
YNL197C	P34761
YHR144C	P06773
YER101C	P39945
YDR237W	P36519
YDL127W	P25693
YOL141W	Q08282
YER121W	P40076
YNL064C	P25491
YCL023C	P25563
YNL202W	P32573
YGR123C	P53043
YHR077C	P38798
YOR101W	P01119
YOR263C	Q08728
YKR039W	P19145
YOR383C	Q08907
YPL252C	Q12184
YHR156C	P38852
YDR107C	Q04562
YLR018C	Q12445
YLR344W	P05743
YPR047W	P08425
YDR472W	Q03337
YDL030W	P19736
YGL209W	P53035
Q0092	Q35811
YOR056C	Q08444
YJR090C	P24814
YKL019W	P29703
YML043C	Q04712
YOL075C	Q08234
YBR006W	P38067
YNL283C	P53832
YML046W	P39682
YOR073W-A	P0C5R3
YKL184W	P08432
YOR246C	Q08651
YLR412W	Q06688
YML004C	P50107
YAL002W	P39702
YDR468C	Q03322
YER019C-A	P52871
YLR447C	P32366
YIL142C-A	A0A023PYI2
YBL051C	P34217
YOR042W	Q08412
YLR361C-A	Q3E795
YDL084W	Q07478
YDL203C	Q07622
YOR236W	P07807
YPL119C-A	Q3E751
YMR071C	Q04767
YOR183W	Q08559
YDL025W-A	Q8TGP7
YBR196C	P12709
YPL194W	Q08949
YJR035W	P40352
YGL163C	P32863
YPL157W	Q12052
YKR029C	P36124
YDR285W	P31111
YAL021C	P31384
YDL229W	P11484
YDR329C	P28795
YJL174W	P39005
YHR217C	P38898
YFL036W	P13433
YDR034C	P40971
YJL203W	P32524
YPL177C	P41817
YLR112W	Q12130
YNL147W	P53905
YOR176W	P16622
YLR435W	Q06672
YIL164C	P40447
YLR084C	Q12465
YHR036W	P38770
YKL176C	P34239
YMR229C	Q05022
YOR238W	Q08634
YOR367W	Q08873
YOR297C	Q08749
YDR009W	P13045
YPR165W	P06780
YJL014W	P39077
YGR296C-A	P0CL27
YGR296C-A	P0CL28
YGR296C-A	P0CL29
YGR296C-A	P0CL30
YGR296C-A	P0CL31
YKL033W-A	Q86ZR7
YGL178W	P39016
YMR063W	Q04734
YBL031W	P38200
YOR310C	Q12499
YGL092W	P49687
YPL037C	Q02642
YPR093C	Q06834
YGR132C	P40961
YFR053C	P04806
YBR141W-A	Q8TGQ4
YJL027C	P47063
YFL048C	P43555
YDR488C	P40960
YNL286W	P53830
YPR066W	Q99344
YGL208W	P34164
YDR103W	P32917
YMR301C	P40416
YMR276W	P48510
YNL337W	P53821
YPL247C	Q12523
YPL101W	Q02884
YPL064C	Q02770
YEL050C	P32611
YLR091W	Q12393
YOR063W	P14126
YJR157W	P47184
YJR149W	P47177
YNL322C	P17260
YGR059W	P41901
YKL090W	P36075
YER062C	P40106
YIL096C	P40493
YMR002W	Q03667
YDR336W	Q05473
YLR275W	Q06217
YCL010C	P25554
YHR091C	P38714
YKR041W	P36134
YAL061W	P39713
YML081C-A	P81450
YDL101C	P39009
YDR162C	Q12163
YBL006W-A	Q8TGQ6
YNL158W	P53896
YKL010C	P33202
YLR102C	Q12107
YDR312W	Q12153
YDL061C	P41058
YML019W	Q03723
YCR001W	P25347
YKL032C	P33417
YLR263W	P14291
YPL256C	P20438
YPL099C	Q02888
YMR176W	Q03214
YGR114C	P53268
YDL040C	P12945
YHR052W	P38779
YGR128C	P53276
YDR145W	Q03761
YBL100W-C	P0C269
YLR379W	O13579
YMR158W-B	Q6B0X2
YIL160C	P27796
YML108W	Q03759
YMR198W	Q01649
YGL246C	P53063
YDR124W	Q04608
YHR123W	P22140
YDL231C	Q07660
YHR009C	P38758
YGL190C	Q00362
YGR033C	P53220
YKR051W	P36142
YML094W	Q04493
YMR006C	Q03674
YGL112C	P53040
YDR190C	Q03940
YOR189W	Q08561
YIL134C-A	Q45U18
YAR023C	D6VPM8
YBR236C	P32783
YOL129W	Q12016
YOR280C	Q99369
YOR037W	P38909
YDL064W	P50623
YML003W	P0CF16
YNL168C	P53889
YML057C-A	P0C261
YER006C-A	A0A023PXI8
YIL062C	P40518
YKR098C	P36026
YFL015W-A	A0A023PXD9
YLR459W	P41733
YML009C-A	A0A023PYJ0
YGL001C	P53199
YJR154W	P47181
YFR057W	P43625
YLR316C	Q9URQ3
YBR276C	P38148
YDR463W	Q00947
YOR090C	Q12511
YAL034C	P28003
YGR168C	P53293
YGL093W	P53148
YJR075W	P47124
YLR277C	Q06224
YPR023C	Q12432
YGR120C	P53271
YDR491C	Q03418
YIL151C	P40456
YDR449C	Q02354
YML093W	Q04500
YMR116C	P38011
YMR196W	Q04336
YHL018W	P38744
YPL093W	Q02892
YGR027C	Q3E792
YJR052W	P06779
YML053C	Q04978
YMR151W	P28626
YLR229C	P19073
YER016W	P40013
YBR036C	P35206
YDL035C	Q12361
YPL134C	Q03028
YLR120W-A	Q8TGR1
YBR045C	P38229
YML009C	P36533
YGL259W	P53057
YDR074W	P31688
YDR525W	Q04413
YMR070W	P54785
YOR313C	P09937
YKL175W	P34240
YPL153C	P22216
YMR219W	Q03661
YIL059C	P40520
YBR291C	P38152
YOL032W	Q08202
YPL222W	Q08968
YGR294W	P53343
YGR124W	P49090
YML037C	Q03703
YGL103W	P02406
YIR030C	P32460
YGL062W	P11154
YDR257C	Q12504
YHL012W	P38709
YAL026C-A	A0A023PXH4
YOR158W	P17558
YOR162C	Q12172
YNL259C	P38636
YPR075C	Q06810
YJL026C-A	Q8TGJ8
YGR049W	P32564
YBR137W	P38276
YHR211W	P38894
YHR155W	P38851
YDR402C	P21595
YBR079C	P38249
YDR450W	P0CX55
YDR450W	P0CX56
YKL120W	P32332
YDR376W	P48360
YJR126C	P47161
YBR017C	P38217
YNR022C	P53724
YNR077C	P53758
YEL025C	P39991
YPL118W	Q02950
YBL044W	P38194
YMR280C	P39113
YLR048W	P46654
YDR161W	Q03771
YBL023C	P29469
YCL018W	P04173
YOL092W	Q12010
YDR090C	Q03193
YMR170C	P47771
YPL239W	P46683
YHR139C	P13130
YLL059C	Q12336
YJL005W	P08678
YHR032W-A	P0C5N6
YKL222C	P35995
YJL206C	P39529
YOL061W	Q12265
YJL100W	P42951
YMR123W	Q03880
YNL068C	P41813
YML012C-A	Q6B0Y8
YOR232W	P38523
YGR076C	P23369
YBR127C	P16140
YPR136C	O13569
YCR073C	P25390
YMR019W	P50104
YMR206W	Q03695
YGL161C	P53108
YGR062C	P53239
YMR165C	P32567
YJL047C-A	Q3E737
YDR189W	P22213
YKL092C	P33314
YHR210C	P38893
YER024W	P40017
YPL033C	Q03085
YPR045C	Q12049
YGL237C	P06774
YGR024C	P53215
YCR048W	P25628
YMR010W	Q03687
YGR184C	P19812
YLR238W	Q06001
YPR038W	Q6B0V8
YDR524C	Q04412
YDL237W	Q07716
YHR072W-A	Q6Q547
YHR140W	P38842
YGR292W	P53341
YOR219C	P33894
YDR188W	P39079
YHR044C	P38774
YIL083C	P40506
YOR182C	P0CX33
YOR182C	P0CX34
YDL133C-A	P0CX86
YDL133C-A	P0CX87
YLR283W	Q05867
YDR531W	Q04430
YER023W	P32263
YGR151C	P53287
YOL099C	Q08240
YBR152W	P38282
YDR226W	P07170
YGL034C	P53186
YPR011C	Q12251
YHL016C	P33413
YLR298C	Q05900
YGL067W	P53164
YFR046C	P43618
YMR184W	Q03233
YHR202W	P38887
YLR232W	O13546
YLR086W	Q12267
YNL037C	P28834
YDL054C	Q07376
YML126C	P54839
YDL205C	P28789
YIL019W	P40546
YDR537C	P87261
YCL005W-A	Q3E7B6
YLR053C	Q12026
YMR244W	Q04018
YER079W	P40052
YBR035C	P38075
YPL100W	Q02887
YPL076W	P46961
YBR289W	P18480
YNL085W	P40850
YAR002C-A	Q05359
YCR033W	P25357
YLL041C	P21801
YHR019C	P38707
YCL007C	P25603
YJL222W-B	P0CL23
YJL222W-B	P0CL24
YMR279C	Q03263
YPL027W	Q02651
YDR496C	Q04373
YBL017C	P32319
YCR019W	P23060
YPL271W	P21306
YDR313C	Q06651
YKL068W	Q02629
YGR072W	P48412
YDL108W	P06242
YLR330W	Q12114
YLR244C	Q01662
YHL034W-A	A0A023PZH9
YDR340W	Q05503
YIL020C-A	A0A023PXM7
YGL229C	P53036
YMR316C-B	A0A023PXQ9
YBR157C	P38284
YGR055W	P50276
YLR299C-A	Q8TGM3
YGL044C	P25299
YNL051W	P53951
YNL148C	P53904
YLL019W-A	Q8TGM8
YMR107W	Q04438
YNR075C-A	Q8TGJ2
YDL147W	Q12250
YDL081C	P05318
YOR294W	Q08746
YLR258W	P27472
YOR288C	Q12404
YDR283C	P15442
YIL099W	P08019
YBL104C	P38164
YJR076C	P32458
YNL255C	P53849
YJL217W	P40893
YDR261C	P52911
YDL211C	Q12121
YER136W	P39958
YPL128C	Q02457
YBL109W	P89495
YML054C-A	Q3E809
YHR213W-B	Q8TGK1
YGL054C	P53173
YIL093C	P40496
YER151C	Q01477
YOR110W	Q12415
YJR059W	P47116
YKR009C	Q02207
YCR102C	P25608
YEL029C	P39988
YER065C	P28240
YIR024C	P40576
YLR174W	P41939
YJR124C	P47159
YMR043W	P11746
YPL139C	Q03010
YOR040W	Q12320
YIL135C	P40463
YHR104W	P38715
YJL143W	P39515
YAL004W	P39703
YDL074C	Q07457
YGL119W	P27697
YEL050W-A	P0C5M7
YGR068W-A	Q8TGN8
YDL091C	Q12229
YJL059W	P47040
YER085C	P40058
YPL005W	Q12089
YJR078W	P47125
YFL037W	P02557
Q0110	P03873
YNL070W	P53507
YCR075W-A	Q3E830
YOL083W	Q12292
YIL020C	P40545
YOL136C	Q12471
YMR270C	P53437
YDR346C	Q05515
YBR072C-A	Q3E794
YLR444C	O13560
YNL271C	P41832
YKR028W	P36123
YER147C	P40090
YFL061W	P0CH63
YFL061W	P0CH64
YMR175W	P50263
YGR206W	P42939
YOL130W	Q08269
YLR315W	Q06162
YLR374C	O13545
YER064C	P40041
YNL198C	P40166
YDR072C	P38954
YGR121W-A	Q3E816
YIL023C	P40544
YPL148C	Q12036
YJL207C	P39526
YNR018W	P53721
YLR154W-F	P0C5Q0
YOL021C	Q08162
YCL058W-A	Q2V2Q1
YOR282W	Q08741
YDR242W	P22580
YKR076W	P36156
YPL080C	Q02826
YOL077W-A	P81451
YER119C	P40074
YLR172C	P32469
YML009W-B	Q6B0Y1
YLR273C	Q06216
YNL327W	P42835
YLL012W	Q07804
YGL130W	Q01159
YDR323C	P32609
YOR319W	Q99181
YNL236W	P32259
YPL265W	P53388
YBR300C	P38362
YGL042C	P53181
YCL047C	P25576
YNR001W-A	P0C5Q7
YLR022C	Q07953
YIL177W-A	P0CL42
YIL177W-A	P0CL41
YMR035W	P46972
YHR083W	P14693
YGR090W	P53254
YEL020C-B	P0C5M6
YLR382C	P11325
YLR041W	Q07989
YBR195C	P13712
YBR233W	P38151
YOR030W	Q99234
YER068W	P34909
YJL144W	P47009
YGR221C	P50078
YBR262C	P38341
YDR486C	Q03390
YKR106W	P36173
YNL053W	P38590
YDR420W	P41809
YMR108W	P07342
YBR020W	P04385
YCR106W	P25611
YHR165W-A	A0A023PZE4
YDL122W	P25037
YHL022C	P23179
YLR466C-A	P0CL38
YLR466C-A	P0CL39
YLR466C-A	P0CL40
YGR143W	P33336
YFL017C	P43577
YBR085C-A	O43137
YLR268W	P22214
YER158C	P40095
YML002W	P0CF17
YDR390C	P52488
YJL125C	P46959
YPR052C	P11632
YGL218W	P53084
YCR040W	P0CY07
YCR040W	P0CY06
YML111W	Q03758
YMR278W	Q03262
YMR185W	Q12751
YPR145C-A	Q2V2P0
YCR061W	P25639
YGL198W	P53093
YLR420W	P20051
YNL281W	P53834
YNL279W	P53835
YMR304C-A	A0A023PYJ7
YOR291W	Q12697
YOL077C	Q08235
YML084W	Q04521
YGL083W	P53009
YFR012W	P43595
YFL034C-A	P56628
Q0120	P03879
YJL198W	P39535
YER138W-A	P0C270
YOR390W	Q08913
YKL197C	P24004
YNL156C	P53898
YNL260C	
YNL222W	P53538
YER130C	P39959
YIL037C	P40534
YIL142W	P39076
YDR481C	P11491
YDR318W	Q06675
YOL052C-A	P89113
YPL096W	Q02890
YDL105W	P43124
YHR032W	P38767
YOR123C	P38439
YLR137W	Q12367
YKL152C	P00950
YJL122W	P47019
YHR008C	P00447
YIR041W	P40585
YDL141W	P48445
YJL007C	P47080
YCR045C	P25381
YOR013W	Q12479
YMR258C	Q04847
YFR010W	P43593
YJL225C	P40889
YAR008W	P39707
YJL211C	P40898
YDR400W	Q04179
YKL093W	P23493
YDR522C	P08459
YIL034C	P13517
YIL073C	P40511
YLR087C	Q12150
YKL080W	P31412
YFL040W	P43562
YIL091C	P40498
YKL185W	P34233
YOR249C	Q08683
YOR362C	P21242
YJR073C	P05375
YBR123C	P32367
YDL173W	Q12515
YPR078C	Q06813
YJR143C	P46971
YBR221C	P32473
YKR081C	P36160
YKR035C	P36129
YNL235C	P53856
YDR279W	Q05635
YEL015W	P39998
YOL058W	P22768
YGR071C	P53246
YNR059W	P53745
YBL029W	P38201
YLL049W	Q07887
YMR023C	P32559
YGR259C	P53321
YOR143C	P35202
YOR347C	P52489
YLR426W	Q06417
YMR291W	Q03533
YKL101W	P34244
YBL045C	P07256
YOL157C	Q08295
YLL035W	Q07845
YNR044W	P32323
YLL009C	Q12287
YFR020W	P43600
YPL104W	P15179
YOL057W	Q08225
YLR036C	Q07986
YIL078W	P04801
YMR041C	Q04212
YGR058W	P53238
YER153C	P10355
YGL195W	P33892
YER137W-A	A0A023PZG5
YNL225C	P53865
YPR074W-A	P0C5R6
YMR029C	Q05040
YMR092C	P46680
YER113C	P40071
YIL052C	P40525
YHL038C	P03874
YGL192W	P41833
YFR038W	P43610
YEL030W	P39987
YLR118C	Q12354
YMR138W	P39110
YMR122W-A	Q3E842
YMR053C	P46679
YNL215W	P40154
YPL283W-B	P0CX95
YPL283W-B	P0CX94
YPL283W-B	P0CX96
YPL283W-B	P0CX98
YPL283W-B	P0CX97
YPR162C	P54791
YHR071C-A	A0A023PXF2
YPL030W	Q02648
YER083C	P40056
YDR281C	Q05637
YHR081W	P38801
YOR321W	P47190
YGL206C	P22137
YGR060W	P53045
YHL050W-A	P0C5B8
YFR012W-A	Q3E838
YOR015W	Q12169
YHL028W	P38739
YIR017C	P40573
YBR191W-A	P0C5L5
YBR154C	P20434
YMR220W	P24521
YGL257C	P53059
YOR111W	Q99210
YMR087W	Q04299
YDR213W	Q12151
YNL326C	P42836
YBR278W	P27344
YOL008W	Q08058
YDR179W-A	Q03983
YML031W	P32500
YER167W	P33306
YEL032C-A	Q8TGP4
YIL125W	P20967
YOR279C	Q12192
YDR330W	Q06682
YDR106W	Q04549
YLR406C	P0C2H9
YML118W	Q03210
YKR008W	Q02206
YNL100W	P50945
YLR136C	P47977
YDL178W	P46681
YEL073C	P39974
YML120C	P32340
YLR385C	Q06707
YDR484W	P39904
YLR281C	Q05863
YDR308C	P47822
YOR394C-A	Q8TGJ0
YDL192W	P11076
YER005W	P40009
YBR273C	P38349
YBR032W	P38223
YDL202W	P36521
YMR078C	P49956
YHR073C-B	P0C5N4
YOR180C	Q08558
YPL069C	Q12051
YKL056C	P35691
YJL131C	P47015
YIL154C	P32351
YDR146C	P08153
YJL177W	P46990
YER102W	P0CX39
YER102W	P0CX40
YBR048W	P0CX47
YBR048W	P0CX48
YNR009W	P53718
YBR104W	P38087
YFL031W	P41546
YHL033C	P17076
YAL067W-A	Q8TGK6
YHR066W	P38789
YCR085W	P25650
YAL049C	P39721
YGL236C	P53070
YOL055C	Q08224
YIL138C	P40414
YHR029C	P38765
YDR241W	Q03783
YKL156W	P35997
YDL158C	Q12047
YJR032W	P47103
YDL185W	P17255
YMR042W	P07249
YER046W	P40031
YBL079W	P38181
YKL162C	P36052
YGR138C	P53283
YGR015C	P53208
YJR151C	P47179
YHR178W	P38699
YNR066C	P53752
YLR138W	Q99271
YNL339W-A	P0CL27
YNL339W-A	P0CL28
YNL339W-A	P0CL29
YNL339W-A	P0CL30
YNL339W-A	P0CL31
YLL019C	P32350
YJR024C	P47095
YFL017W-A	P40204
Q0050	P03875
YER023C-A	Q8TGP2
YIL130W	P40467
YIL071W-A	A0A023PZF3
YGL023C	P53191
YGL144C	P53118
YPL188W	Q06892
YGL071W	P22149
YBR265W	P38342
YMR251W	Q04806
YAR060C	P0CX88
YAR060C	P0CX89
YBR249C	P32449
YIL043C	P38626
YNL266W	P53842
YLR284C	Q05871
YHR063W-A	A0A023PZE1
YIR013C	P40569
YPL201C	Q08956
YDR251W	P37304
YNL292W	P48567
YFL005W	P07560
YBR203W	P38308
YBR184W	P38299
YCR024C-B	Q3E7Z8
YBR170C	P33755
YJL140W	P20433
YDR192C	P49686
YNL242W	P53855
YBR173C	P38293
YOL139C	P07260
YNR057C	P53630
YFR019W	P34756
YHR040W	P38772
YFL042C	P43560
YMR223W	P50102
YEL031W	P39986
YDR368W	Q12458
YNL067W-B	Q3E767
YLR295C	Q12349
YLR307C-A	Q3E825
YCR101C	P25607
YML007C-A	Q3E7A6
YMR256C	P10174
YKL192C	P32463
YFR042W	P43614
YER075C	P40048
YJR068W	P40348
YPL207W	Q08960
YPR021C	Q12482
YNL166C	P53890
YPL253C	Q12045
YPR040W	Q12199
YBR133C	P38274
YCL049C	P25577
YNL111C	P40312
YNL069C	P26785
YER073W	P40047
YDR494W	Q03430
YOR287C	Q12481
YIL055C	P40523
YKR064W	P36023
YKL017C	P34243
YDR399W	Q04178
YOR198C	P38934
YPL143W	P05744
YCR015C	P25616
YOR053W	Q08428
YBR275C	P29539
YPL132W	P19516
YJR017C	P22696
YPL171C	P41816
YOL054W	Q12161
YDR070C	Q12497
YKL204W	P36041
YBL108W	P38161
YLR349W	O94086
YDR138W	P17629
YDR031W	Q04341
YLR248W	P38623
YFR050C	P30657
YDR255C	Q12508
YHR192W	P38878
YLL006W-A	Q3E814
YOR012W	Q12351
YPL126W	Q02931
YKL190W	P25296
YDL060W	Q07381
YDR048C	A0A023PZE6
YGR080W	P53250
YMR214W	P25303
YGL116W	P26309
YEL027W	P25515
YDR067C	Q12454
YBL113W-A	Q8TGK5
YIL014C-A	Q02598
YEL024W	P08067
YNL277W-A	Q3E7Z0
YIL049W	P40526
YDR126W	Q04629
YBL085W	P38041
YOL118C	Q08259
YGR035C	P53222
YOR034C	Q12013
YJR058C	Q00381
YPR063C	Q12160
YOR374W	P46367
YGL201C	P53091
YCR038C	P25300
YBL052C	P34218
YMR055C	P26448
YDR315C	Q06667
YLR127C	Q12440
YCL063W	P25591
YGR212W	P53304
YER049W	P40032
YNL128W	P53916
YBL009W	P32789
YDL126C	P25694
YML117W	Q03735
YMR271C	P30402
YDR262W	Q12331
YNL300W	P48560
YHR017W	P32792
YPR187W	P20435
YPL007C	Q12308
YLR002C	Q07896
YOR018W	Q02805
YGR154C	P48239
YBR283C	P38353
YHR004C	P38757
YGL241W	P53067
YDR345C	P32466
YDR079W	P38958
YOL084W	Q12252
YHL040C	P38731
YOR314W	Q12506
YPL209C	P38991
YKL211C	P00937
YGL262W	P53054
YGR247W	P53314
YPR182W	P54999
YLR168C	P35200
YJR101W	P47141
YHR191C	P38877
YJL026W	P09938
YJL096W	P40858
YGR199W	P42934
YMR226C	Q05016
YNL179C	P53880
YPL242C	Q12280
YDR433W	P87269
YLR342W-A	Q3E810
YNR050C	P38999
YOR050C	Q08419
YER175W-A	Q8TGU4
Q0085	P00854
YOR391C	Q08914
YPL205C	Q08958
YNL138W	P17555
YNR048W	P53740
YLR031W	Q07978
YBR094W	P38254
YHR201C	P38698
YHR103W	P38814
YEL037C	P32628
YGL260W	P53056
YOR327C	P33328
YER134C	P40081
YBR258C	P38337
YCR024C	P25345
YPL278C	Q08990
YKL115C	P36073
YOR352W	Q08816
YKL107W	P34251
Q0182	Q9ZZW1
YOR348C	P15380
YFR007W	P43591
YCR065W	P25364
YPR086W	P29055
YLR189C	Q06321
YGR179C	P53298
YBR201W	P38307
YNL302C	P07281
YLR358C	O13565
YER088C	P40059
YOL115W	P53632
YNL045W	Q10740
YFL065C	P43539
YML110C	P49017
YPR117W	Q06116
YDL144C	Q07589
YHR213W	P0CI66
YHR213W	P0CI67
YER175C	P32643
YGR011W	P53205
YPL096C-A	P62651
YDR306C	Q06640
YML047W-A	A0A023PZG9
YDR292C	P32916
YNL125C	P53918
YDL009C	Q12210
YDR290W	P87280
YBR070C	P38242
YOR066W	Q08471
YER021W	P40016
YKL127W	P33401
YCR087W	P25652
YNL207W	P40160
YNR011C	P20095
YLR134W	P16467
YER004W	P40008
YLR051C	Q12035
YDR282C	Q05648
YKL165C-A	P0C5P5
YIL162W	P00724
YDR170C	P11075
YHR153C	P17122
YHR082C	P38691
YPR092W	O13586
YBR198C	P38129
YML007W	P19880
YIL104C	P40486
YLR466C-B	Q8TGJ4
YKR049C	P36141
YIL077C	P40508
YHR069C-A	A0A023PZI4
YDR174W	Q03973
YLR215C	Q05791
YNL241C	P11412
YNL112W	P24783
YDL218W	Q07629
YPL086C	Q02908
YDL062W	Q07410
YOR072W-A	P0C5R2
YFL038C	P01123
YDL048C	Q07351
YNL249C	P53583
YOL096C	P27680
YKL052C	P35734
YMR190C	P35187
YKL053C-A	O60200
YBL056W	P34221
YBL099W	P07251
YHR020W	P38708
YNL270C	P38971
YBR257W	P38336
YBR126W-A	Q8TGU7
YBR242W	P38331
YNL115C	P53925
YDR500C	P51402
YPR005C	Q01766
YCR034W	P25358
YGL111W	P53136
YER087C-A	A0A023PYE9
YDR112W	A0A023PXB5
YPR046W	Q12262
YFR015C	P23337
YEL017W	P39996
YKL121W	P32330
YLR206W	Q05785
YIR032C	P32459
YOR020C	P38910
YBL008W	P32479
YMR225C	P19956
YCL052C	P25580
YNL073W	P32048
YJR156C	P47183
YMR264W	P38428
YDR538W	P33751
YLR201C	Q05779
