ensembl_gene_id	uniprotswissprot	lddt
YDR286C	Q05530	89.22
YJR160C	P0CE00	79.21
YER037W	P40025	87.2
YKL075C	P36083	71.05
YOR078W	Q08492	75.01
YGL127C	P38633	79.68
YGR203W	P42937	95.39
YMR257C	P08468	80.58
YPL220W	P0CX43	78.08
YPL220W	P0CX44	77.85
YOR134W	Q12128	68.68
YAR069C	P0CX93	43.68
YKL206C	P36040	88.45
YDR172W	P05453	71.61
YNL011C	P53980	86.94
YOR131C	Q12486	93.27
YGL150C	P53115	64.54
YEL049W	P32612	70.42
YML068W	Q04638	89.24
YKL195W	P36046	57.14
YNL329C	P33760	82.51
YKL130C	P36068	93.36
YNL074C	P32047	49.22
YLR158C	P0CZ17	92.16
YLR158C	P0CX77	92.34
YLR158C	P0CX78	92.23
YLR158C	P0CX79	92.58
YLL051C	Q12473	87.16
YBR189W	P05755	93.72
YEL006W	P39953	79.14
YKL064W	P35724	56.77
YJL134W	P47013	90.04
YOR368W	P48581	73.64
YCR073W-A	P37262	86.72
YOL111C	Q12285	79.07
YDL174C	P32891	88.21
YER100W	P33296	88.13
YJL219W	P40885	83.81
YJL081C	P80428	85.44
YOR168W	P13188	91.27
YOR226C	Q12056	85.81
YPL065W	Q02767	82.67
YJL054W	P47045	77.2
YPL074W	P40328	70.52
YDR080W	P38959	74.88
YCR039C	P0CY09	76.71
YCR039C	P0CY08	76.56
YER181C	P40097	68.42
YNL093W	P36019	82.27
YJR137C	P47169	85.04
YDR503C	Q04396	90.85
YLR314C	P32457	75.2
YDR069C	P32571	73.17
YBR011C	P00817	97.74
YMR117C	Q04477	78.46
YGR134W	P53280	71.07
YLR438C-A	P57743	91.36
YLR209C	Q05788	94.32
YLR019W	Q07949	67.25
YNR047W	P53739	57.48
YOL162W	P0CF19	86.41
YER015W	P39518	91.86
YDR047W	P32347	96.9
YFR008W	P43592	76.31
YGR095C	P53256	94.92
YKR026C	P14741	90.37
YER129W	P38990	53.4
YDR215C	Q12240	37.48
YGR214W	P32905	87.58
YMR060C	P50110	85.36
YDR267C	Q05583	96.17
YDR142C	P39108	92.29
YPL032C	Q03088	69.04
YNL183C	P22211	59.64
YKL188C	P34230	72.43
YPL167C	P14284	81.05
YLR353W	P41698	46.07
Q0032	Q9ZZX7	73.8
YCL032W	P25344	68.53
YDL212W	Q02774	90.83
YLR361C	Q05924	90.2
YBL041W	P23724	94.83
YMR144W	P40214	64.68
YGR269W	P40326	33.48
YKL196C	P36015	84.21
YLL033W	Q07843	82.75
YBL081W	P38180	44.89
YOR334W	Q01926	75.89
YPR185W	Q06628	59.04
YJL038C	P47055	70.35
YMR068W	Q04749	55.76
YNL238W	P13134	79.04
YDR249C	Q03787	78.5
YFL002C	P25808	83.08
YLR389C	Q06010	91.19
YJR056C	P47115	69.37
YJL072C	P40359	86.41
YOR241W	Q08645	87.58
YGL263W	P53053	76.38
YJR152W	P15365	79.59
YLR438W	P07991	96.98
YLR290C	Q05892	87.38
YOR245C	Q08650	79.58
YPL038W	Q03081	62.92
YLR270W	Q06151	93.68
YOL009C	Q92328	83.47
YLR194C	Q05777	36.47
YOR153W	P33302	80.73
YGR057C	P53237	86.99
YOR358W	Q02516	72.13
YPR145W	P49089	94.74
YBR089C-A	P11633	76.29
YPL165C	Q12529	93.94
YDL209C	Q12046	81.91
YFL055W	P43548	83.07
YBR296C	P38361	85.11
YHR214W	P0CX18	75.29
YHR214W	P0CX19	75.08
YNL154C	P23292	74.83
YDR044W	P11353	94.53
YNL267W	P39104	66.56
YHR188C	P38875	88.05
YLR006C	Q07084	49.06
YPL193W	Q08932	54.32
YGR007W	P33412	95.74
YDR311W	P32776	72.72
YJL192C	P39543	83.4
YKR105C	P36172	82.37
YGR241C	P53309	66.7
YPL003W	Q12059	89.66
YEL072W	P39975	90.57
YLR223C	P39520	52.21
YDR222W	Q04925	86.3
YJR001W	P47082	73.73
YLR195C	P14743	92.56
YKL109W	P14064	44.67
YEL075C	P39972	65.17
YER048W-A	Q6Q560	89.09
YHL023C	P38742	62.48
YJR110W	P47147	83.95
YFL034C-B	P43563	67.49
YML097C	P54787	80.81
YOR267C	Q08732	63.03
YPL178W	Q08920	83.76
YER051W	P40034	84.46
YJL190C	P0C0W1	92.41
YCR076C	P25659	65.7
YER171W	P06839	85.92
YFR023W	P39684	72.91
YLL067W-A	P0CX99	39.97
YLL067W-A	P0CY00	39.69
YLL067W-A	P0CY01	37.01
YDR207C	P39001	49.6
YDL005C	Q12124	58.58
YPL013C	Q02608	85.72
YDR295C	Q06629	77.24
YAL054C	Q01574	90.93
YLR398C	P35207	82.26
YOR081C	Q12043	69.86
YNL014W	P53978	82.02
YLR418C	Q06697	80.66
YMR182C	Q00453	61.18
YOL145C	P89105	80.41
YPR042C	Q12221	59.9
YDL208W	P32495	78.55
YER078C	P40051	90.83
YGR127W	P53275	90.1
YOL156W	P54862	83.5
YMR295C	Q03559	69.01
YAL067C	P39709	77.89
YGL219C	P53083	57.96
YBL040C	P18414	88.11
YKR071C	P36152	71.84
YOR322C	Q12502	66.1
YER169W	P39956	66.19
YMR181C	Q03231	60.35
YML080W	P53759	90.59
YLR010C	Q07921	79.15
YMR194C-B	Q3E7A9	91.17
YLR307W	Q06702	89.14
YGL061C	P53168	66.37
YOL044W	Q08215	75.24
YGR083C	P12754	72.13
YMR140W	P40210	77.01
YHR196W	P38882	77.76
YPL103C	Q02883	85.77
YBR165W	P38290	70.17
YMR058W	P38993	93.22
YOR054C	Q08438	56.59
YPR028W	Q12402	86.39
YLR356W	Q06485	56.65
YBL026W	P38203	93.54
YDR135C	P39109	83.15
YFR001W	P43586	82.77
YGL038C	P31755	88.28
YCL057C-A	Q96VH5	67.7
YOL031C	Q08199	82.9
YMR076C	Q04264	85.1
YPR089W	O13585	74.2
YLR431C	Q06671	71.04
YOR034C-A	Q3E735	52.37
YAL059W	P39715	72.9
YLR109W	P38013	96.34
YOR306C	Q08777	79.89
YPL075W	P07261	60.77
YIR026C	Q02256	85.92
YKL168C	P36004	63.95
YOR261C	Q08723	84.02
YFL023W	P43573	59.8
YMR239C	Q02555	79.35
YDL114W	Q07530	82.98
YGL047W	P53178	68.8
YFL020C	P43575	72.26
YGR244C	P53312	90.85
YLR364W	Q05926	91.74
YEL003W	P40005	93.39
YCR053W	P16120	95.57
YGR289C	P53048	82.76
YLR083C	P32802	86.38
YCL008C	P25604	81.69
YLR274W	P29496	76.73
YLR413W	Q06689	80.05
YPR196W	Q06595	84.39
YGL089C	P32435	67.37
YLR412C-A	Q3E742	74.73
YMR114C	Q04471	75.08
YJL099W	P40955	87.83
YMR009W	Q03677	94.72
YEL017C-A	P40975	84.69
YNL078W	P53939	53.06
YBR082C	P15731	95.6
YLR340W	P05317	81.35
YGL180W	P53104	64
Q0115	Q9ZZW7	84.89
YCR072C	P25382	91.75
YMR088C	Q04301	84.63
YBR280C	P38352	80.96
YBR061C	P38238	86.43
YLR055C	P38915	78.58
YKL102C	P34249	51.72
YLR254C	Q06568	80.47
YJL090C	P47027	68.99
YDR247W	Q03785	78.49
YBL016W	P16892	91.84
YIR025W	P40577	58.02
YNL209W	P40150	92.25
YMR253C	Q04835	75.84
YHR177W	P38867	61.92
YCR057C	P25635	88.49
YMR103C	Q04436	53.6
YAL005C	P10591	89.65
YER133W	P32598	94.79
YOR293W	Q08745	88.52
YKR090W	P36166	55.58
YIR042C	P40586	96.88
Q0297	Q9ZZV8	64.03
YCL044C	P25573	74.37
YBR175W	P38123	93.18
YGR146C	P48235	53.06
YMR254C	Q04838	55.65
YJL055W	P47044	85.88
YGL149W	P53116	64.63
YLR121C	Q12303	80.33
YJL085W	P19658	89.2
YBR029C	P38221	84.27
YGL242C	P53066	90.96
YCL033C	P25566	81.54
YNL253W	P53851	86.33
YOR062C	P36025	57.94
YOR339C	P52492	94.16
YNL173C	P53885	60.46
YDL197C	P32448	59.6
YBL057C	P34222	79.91
YER060W	P40039	86.11
YKR036C	P36130	68.85
YCL030C	P00815	91.34
YDR229W	Q04934	68.09
YCL068C	P25593	54.44
YPL024W	Q02685	79.28
YER186C	P40101	52.93
YBR298C-A	Q8TGK4	59.74
YJR109C	P03965	92.82
YBR192W	P38127	75.29
YMR303C	P00331	96.95
YIL075C	P32565	83.52
YGR106C	P53262	71.98
YCL035C	P25373	96.83
YGR004W	P53203	72.93
YKR084C	P32769	83.32
YGR209C	P22803	97.02
YHR174W	P00925	97.64
YCR008W	P25333	65.03
YKL216W	P28272	97.21
YPR008W	Q12753	50.14
YJL167W	P08524	95.74
YER188W	P40103	40.88
YPR071W	Q12346	74.52
YNL066W	P53616	79.18
YMR316W	P54005	82.51
YOR067C	P40351	88.38
YGR052W	P53233	79.76
YEL045C	P32616	59.24
YLL042C	Q07879	92.33
YGR158C	P48240	86.33
YGR003W	P53202	84.34
YJL127C	P35208	64.82
YOR094W	P40994	92.1
YBR302C	P0CX12	86.27
YBR302C	P0CX13	86.34
YML017W	P50109	58.41
YLR157W-D	P0CE99	53.96
YHR199C-A	Q3E7Y6	86.64
YNL321W	P42839	68.59
YPR062W	Q12178	97.52
YJR004C	P20840	63.16
YLR211C	Q05789	73.01
YKR055W	Q00246	72.76
YBR254C	P38334	84.37
YOL135C	Q08278	80.94
YOL105C	Q12215	60.22
YHR034C	P38768	74.57
YDR027C	Q12071	70.41
YPL277C	Q08989	81.54
YGR219W	P53307	56.26
YGL247W	P53062	73.28
YDL106C	P07269	63.13
YBR204C	P38139	89.89
YHR179W	Q03558	98.34
YER022W	P32569	70
YDR404C	P34087	94.76
YMR104C	P18961	77.95
YBR220C	P38318	83.29
YJL036W	P47057	84.99
YOR197W	Q08601	74.98
YGR170W	P53037	69.15
YDR256C	P15202	96.53
YMR309C	P32497	77.72
YFL067W	P43537	64.88
YOL104C	Q12366	75.48
YDR518W	P32474	89.64
YBR222C	P38137	92.02
YKL219W	P36034	81.47
YLR105C	P16658	86.64
YLR142W	P09368	84.62
YNR054C	P53743	74.07
YDR055W	Q12355	82.65
YOR262W	Q08726	83.81
YCR091W	P25341	61.66
YBR290W	P38356	66.73
YER157W	P40094	65.49
YBR162C	P38288	79.87
YLR376C	Q12318	83.42
YFR031C-A	P0CX45	95.57
YFR031C-A	P0CX46	95.79
YLR318W	Q06163	89.77
YDL087C	Q07508	83.6
YGR246C	P29056	72.5
YDR177W	P21734	85.56
YMR155W	Q03795	77.97
YFL010C	P43582	58.03
YBR167C	P38291	87
YMR313C	P40308	76.03
YPR125W	Q06493	75.19
YPR131C	Q06504	93.39
YHR014W	P23624	45.91
YJL168C	P46995	78.78
YDL014W	P15646	80.06
YOR167C	Q3E7X9	91.46
YDR289C	Q05543	70.14
YNR072W	P53631	84.72
YNR076W	P0CE91	70.12
YNR076W	P0CE90	70.38
YDL159W	P06784	69.43
YKL020C	P35210	57.7
YLR239C	Q06005	87.49
YBL033C	P38066	81.77
YER014C-A	P85052	37.42
YDR532C	Q04431	70.72
YOL015W	Q08118	44.97
YJR036C	P40985	80.15
YBR228W	P38324	91.31
YNR031C	P53599	64.51
YHR171W	P38862	91.74
YGL183C	P53102	85.57
YEL076C-A	P0CX16	42.47
YEL076C-A	P0CX17	44.76
YMR028W	Q04372	83.6
YDR137W	P16664	74.34
YBR263W	P37292	94.84
YJL162C	P46997	59.35
YEL038W	P32626	95.29
YDL153C	Q12136	68.69
YJR106W	P47144	73.12
YKL178C	P06783	72.13
YBR250W	P33757	78.76
YPL221W	Q08967	74.13
YKL067W	P36010	96.49
Q0130	P61829	95.3
YHR121W	P38828	87.17
YKL097C	P34245	40.51
YPR073C	P40347	97.16
YDR393W	Q04172	69.51
YCR108C	Q3E819	49.53
YNL110C	P53927	77.53
YNL232W	P53859	77.28
YJR043C	P47110	69.33
YDR506C	Q04399	88.1
YDL219W	Q07648	97.46
YOR161C	Q12412	80.56
YDL090C	P22007	91.42
YKL095W	P28320	78.58
YOR393W	P0CX10	97.23
YOR393W	P0CX11	97.26
YMR154C	Q03792	88.68
YPL262W	P08417	94.22
YOR105W	Q08504	63.18
YCR042C	P23255	76.39
YHR116W	P38824	79.16
YIL063C	P40517	68.07
YKR031C	P36126	68.34
YLR262C-A	Q3E764	71.01
YNL262W	P21951	80.11
YNL142W	P41948	88.45
YDR033W	Q12117	86.58
YGR204C-A	Q8TGT7	86.59
YIL018W	P0CX45	95.57
YIL018W	P0CX46	95.79
YGR039W	P53225	64.31
YHR087W	P38804	81.82
YHR176W	P38866	92.89
YIL027C	P40540	80.39
YKR088C	P36164	76.01
YGL059W	P53170	76.21
YBR272C	P38348	90.47
YOR210W	P22139	94.7
YOL087C	Q99247	69.11
YGL123W	P25443	87.99
YML096W	Q04489	91.88
YML016C	P26570	66.28
YGL099W	P53145	76
YML006C	Q04233	51.61
YMR178W	Q03219	93.88
YOR127W	P39083	57.46
YAL035W	P39730	73.86
YDR035W	P14843	96.92
YML109W	P54786	49.73
YAL008W	P18411	59.36
YHR173C	P38864	50.46
YBR120C	P07253	80.85
YBR084C-A	P0CX82	95.19
YBR084C-A	P0CX83	95.25
YOR184W	P33330	97.52
YKL151C	P36059	93.7
YLR452C	P11972	75.02
YJR066W	P35169	76.15
YER066W	P40042	93.59
YOR150W	Q12487	91.34
YOR179C	Q08553	80.97
YOR340C	P46669	72.88
YNL129W	P53915	94.42
YML015C	Q04226	79.81
YOR354C	Q08818	84.5
YLR372W	P40319	85.78
YMR197C	Q04338	86.1
YKL105C	P34250	54.44
YGR102C	P53260	78.31
YDR332W	Q06683	75.4
YML014W	P49957	87.19
YBR301W	P38155	70.98
YBR076W	P38246	67.95
YPR036W	P41807	84.71
YNR014W	P53719	54
YOR217W	P38630	72.04
YOR298W	Q08750	75.97
YIL085C	P40504	86.9
YDR510W	Q12306	78.29
YNL005C	P12687	91.81
YPL031C	P17157	88.24
YER098W	P39967	70.05
YBR210W	P38312	94.09
YLR154W-C	Q8TGM6	58.89
YPL237W	P09064	69.42
YGL233W	P22224	59.71
YDL055C	P41940	96.06
YJL001W	P38624	94.27
YHL010C	P38748	68.97
YML106W	P13298	92.56
YJR061W	P40355	88.41
YOL006C	P04786	84.67
YOR259C	P53549	82.3
YDR480W	Q03373	59.29
YOR320C	Q12096	91.49
YJL212C	P40897	86.59
YHR102W	P38692	52.07
YGL056C	P53172	70.94
YDL103C	P43123	95.05
YLR363C	Q12129	87
YDL085C-A	Q3E7B7	83.63
YGR104C	P32585	74.3
YFL053W	P43550	94.51
YBR106W	P38264	85.37
YML025C	P51998	89.31
YGR240C	P16861	88.87
YJL024C	P47064	79.11
YGR243W	P53311	76.6
YNL335W	P0CH63	98.53
YNL335W	P0CH64	98.54
YEL035C	P32630	43.62
YBR005W	P38212	62.49
YKL150W	P36060	89.69
YLR207W	Q05787	80.48
YPL053C	P54070	92.47
YFR030W	P39692	91.27
YPR109W	Q06104	67.65
YPR159C-A	Q8TGQ7	83.91
YMR193W	P36525	92.75
YOR222W	Q99297	86.58
YLR312W-A	P36523	86
YAL020C	P31386	94.6
YJR125C	P47160	66.21
YGR275W	P53330	62.84
YGL088W	P53151	62.95
YJR051W	P21375	96.23
YGR020C	P39111	91.57
YGR100W	P53258	78.12
YDR350C	P50273	76.58
YHR063C	P38787	95.06
YER063W	P40040	71.86
YLR188W	P33310	82.47
YBR153W	P33312	95.09
YAL032C	P28004	72.99
YER127W	P40079	74.78
YLR011W	Q07923	95.42
YBR132C	P38090	81.75
YML052W	P54003	80.1
YCL055W	P25583	85.24
YOL165C	Q08361	89.3
YPL122C	Q02939	80.21
YLR159W	P0CE96	41.9
YLR159W	P0CE98	40.16
YLR159W	P0CE97	40.88
YPL085W	P48415	44.86
YML079W	Q03629	94.93
YER154W	P39952	75.61
YOL007C	Q08054	62.9
YOR307C	P22215	71.73
YGR231C	P50085	84.03
YDR342C	P39004	83.41
YAL015C	P31378	81.02
YHR050W-A	Q05451	56.97
YGR215W	P53305	90.87
YLR328W	Q06178	76.94
YAL028W	P39734	61.17
YOL051W	P19659	59.99
YML047C	Q04705	72.55
YFR003C	P43587	71.13
YKL023C-A	Q2V2P3	64.84
YHL017W	P38745	79.1
YGR018C	P53211	40.74
YFL039C	P60010	95.78
YGL212W	P32912	70.33
YOR091W	Q12000	76.41
YJR112W-A	Q3E743	89.95
YAL065C	O13511	47.03
YJR050W	P21374	83.19
YJR011C	P47086	84.43
YDR087C	P35178	87.07
YPR104C	P39521	56.37
YBR166C	P20049	91.05
YLR241W	Q06538	81.54
YNL240C	P23503	81.12
YOR079C	Q12067	86.83
YLR245C	Q06549	96.64
YOL022C	P25040	77.03
YAL009W	P18410	84.2
YNL318C	P42833	80.59
YDL236W	P19881	95.39
YGL066W	P53165	64.72
YJR136C	P47168	86.47
YJL200C	P39533	94.71
YHL035C	P38735	78.56
YDR012W	P49626	95.79
YDL121C	Q07541	72.51
YKL138C-A	P69852	92.18
YNL256W	P53848	86.99
YDR525W-A	P56508	74.36
YIL008W	P40554	94.94
YLR360W	Q05919	72.99
YCR003W	P25348	81.61
YOR278W	P06174	90.07
YER032W	P40020	50.98
YLR205C	P32339	86.6
YDL190C	P54860	90.61
YBR221W-A	Q3E781	76.11
YPR186C	P39933	64.33
YDL047W	P20604	94
YDR099W	P34730	91.93
YJL170C	P46993	73.13
YPR201W	Q06598	82.22
YBR161W	P38287	82.8
YMR174C	P01094	76.5
YHR043C	P38773	95.7
YDR092W	P52490	94.68
YDR164C	P30619	85.43
YBR109C	P06787	80.28
YPL138C	Q03012	88.05
YOL148C	P50875	64.34
YIL076W	P40509	93.06
YGL060W	P53169	84.33
YGL185C	P53100	92.86
YPR030W	Q12734	57.43
YJL129C	P12685	56.73
YOL078W	Q08236	54.38
YJR112W	P47149	87.19
YIL029C	P40538	57.21
YER180C-A	Q3E784	80.67
YIR023W	P21657	67.41
YEL071W	P39976	96.12
YDR058C	P54857	80.54
YJR103W	P38627	94.41
YHR115C	P38823	71.15
YNL012W	P53541	80.14
YLR161W	P0CE96	41.9
YLR161W	P0CE98	40.16
YLR161W	P0CE97	40.88
YBR255W	P38335	58.04
YJL044C	P32806	75.34
YDL020C	Q03465	55.61
YBR205W	P38130	93.04
YLR287C	Q05881	87.56
YDL025C	Q12100	65.85
YBR296C-A	Q8TGU5	71.88
YGR145W	P48234	75.24
YNR029C	P53729	74.61
YDR374C	Q06390	72.89
YHL007C	Q03497	58.03
YJL157C	P21268	61.75
YKL082C	P36080	75.12
YCR022C	P25620	34.48
YDL207W	Q12315	80.71
YDR270W	P38995	78.47
YCR089W	P25653	38.09
YMR218C	Q03660	87.26
YOR089C	P36017	87.56
YMR315W	Q04869	96.71
YMR001C	P32562	79.27
YDR152W	Q03768	79.41
YDL148C	Q99207	78.52
YOL098C	Q12496	93.9
YJR142W	P47173	96.87
YLR410W	Q06685	78.1
YOR171C	Q12246	75.59
YBL043W	P38195	62.51
YJL034W	P16474	85.28
YEL057C	P39983	33.62
YNL130C-A	Q3E808	68.59
YOL089C	Q12180	73.04
YAR014C	P27637	55.57
YNL107W	P53930	88.52
YHR018C	P04076	95.73
YLR097C	Q12347	85.52
YLR397C	P32794	75.56
YEL069C	P39924	84.18
YLR120C	P32329	76.23
YDR379C-A	Q3E785	92.34
YLR335W	P32499	56.83
YNR065C	P53751	79.23
YNL332W	P42883	96.14
YKR070W	P36151	96.29
YGL011C	P21243	95.05
YGR147C	P37293	65.61
YGR036C	P53223	91.47
YJL183W	P46985	87.61
YNL023C	P53971	79.79
YOR095C	Q12189	96.79
YJR031C	P47102	82.1
YLR399C	P35817	69.85
YML121W	Q00582	91.76
YGL122C	P32505	71.26
YDR218C	Q04921	74.67
YDL018C	Q12403	83.5
YMR085W	P0CF18	90.32
YHR076W	P38797	84.31
YJL066C	P40364	66.21
YMR105W-A	Q8TGS8	48.82
YBR130C	P38272	70.28
YKR021W	P36117	60.8
YOL146W	Q12146	83.92
YOR224C	P20436	86.93
YMR122C	Q03879	37.63
YFL029C	P43568	90.93
YOR302W	P08521	70.5
YGL261C	P0CE93	69.25
YGL261C	P0CE92	70.3
YGL261C	Q3E770	70.11
YLR453C	Q06208	79
YJR077C	P23641	89.27
YDR507C	Q12263	58.67
YBR122C	P36531	71.13
YLL057C	Q12358	90.08
YMR217W	P38625	89.81
YDL003W	Q12158	57.35
YLR388W	P41057	94.18
YPR190C	P32349	80.65
YPL043W	P37838	74.4
YNR056C	P53744	86.2
YEL043W	P32618	60.54
YKR016W	P36112	74.27
YGR099W	P53038	81.88
YGR046W	P53230	80.49
YDR524C-B	Q3E6R4	60.35
YFL030W	P43567	97.02
YMR298W	Q03579	87.23
YDR371W	Q06350	87.83
YBR295W	P38360	67.47
YNL186W	P53874	63.98
YLR249W	P16521	82.32
YER096W	P39000	62.32
YER017C	P39925	75.71
YFL058W	P43534	96.25
YML042W	P32796	92.85
YEL019C	P38632	87.32
YDR359C	Q06337	60.06
YMR320W	Q04897	58.15
YFL016C	P35191	76.46
YDL180W	Q12301	60.97
YLR151C	Q12524	87.21
YHL019C	P38700	74.5
YGL188C-A	Q8TGU1	52.39
YNL153C	P53900	90.33
YPL108W	Q02872	79.05
YMR287C	P39112	85.3
YNL130C	P17898	91.89
YCL016C	P25559	92.08
YBR004C	P38211	92.3
YIL053W	P41277	96.37
YLR260W	Q06147	72.72
YHR061C	P38785	55.29
YNL088W	P06786	78.29
YLL010C	Q07800	66.55
YGR216C	P53306	82.71
YBR202W	P38132	76.97
YER009W	P33331	94.75
YDL133W	Q12516	62.49
YAL036C	P39729	85.83
YMR289W	Q03266	90.47
YKR059W	P10081	88.64
YGR047C	P33339	76.34
YKR069W	P36150	79.76
YOR286W	Q08742	90.99
YJL136W-A	Q3E801	86.81
YOR046C	P20449	82.98
YPL105C	Q02875	59.24
YDR335W	P52918	85.17
YLR133W	P20485	77.42
YNL216W	P11938	68.04
YLR329W	Q02721	83.27
YIL101C	P40489	60.52
YDR351W	P42223	60.31
YDL150W	P25441	63.09
YBR001C	P35172	89.45
YKR053C	P23501	89.27
YIL120W	P40475	83.34
YPL168W	Q12467	62.08
YFR040W	P43612	70.04
YOR388C	Q08911	97.33
YML048W	Q04697	87.7
YOR228C	Q12106	78.79
YGR238C	P50090	71.64
YLL011W	P33750	86.83
YPR018W	Q12495	68.48
YOL112W	Q12317	80.37
YGR282C	P15703	93.57
YER104W	P40063	70.21
YOR141C	Q12386	78.02
YPR132W	P0CX29	93.82
YPR132W	P0CX30	94
YCL031C	P25368	81.1
YNL108C	P53929	94.37
YLR384C	Q06706	87.41
YKL218C	P36007	95.46
YCL048W-A	Q2V2Q2	58.01
YDL177C	Q12257	84.79
YJR010C-A	P46965	90.83
YMR250W	Q04792	87.66
YOL131W	Q08270	68.75
YPR137W	Q06506	83.86
YLR203C	P32335	84.51
YPL219W	Q08966	65.77
YBL113C	Q7M4S9	47.72
YMR230W-A	Q3E7B5	42.74
YNL252C	P36528	86.75
YDR171W	Q12329	61.71
YDR364C	P40968	76.14
YBR288C	P38153	83.56
YLR156C-A	P0CY04	69.09
YLR156C-A	P0CY05	68.59
YLR156C-A	P0CY03	68.46
YLR156C-A	P0CY02	68.3
YKL167C	P32388	95.06
YCR018C	P09007	59.72
YBR282W	P36526	93.06
YJR033C	P47104	81.89
YER067W	P40043	92.84
YDR309C	Q06648	54.16
YBL072C	P0CX39	92.37
YBL072C	P0CX40	92.41
YFL041W	P43561	93.57
YOL143C	P50861	94.99
YLR394W	Q06032	60.56
YCR087C-A	P37263	72.33
YBR103W	P38262	82.54
YOR172W	Q12340	79.28
YDL239C	Q07732	65.23
YJL068C	P40363	98.09
YDL156W	Q12510	84.69
YBR107C	P38265	88.31
YJL112W	P47025	64.04
YMR124W	P39523	51.03
YBL024W	P38205	84.98
YMR311C	P41818	68.1
YKL142W	P35719	72.47
YJL039C	P47054	84.91
YOR149C	Q04174	91.31
YDR524W-C	P0C1Z1	77.56
YJL180C	P22135	87.52
YLR021W	Q07951	77.99
YBR188C	P38302	64.19
YJL147C	P47007	73.06
YPL029W	P32580	78.87
YGR169C	P53294	90.61
YLR331C	O13555	71.95
YLR450W	P12684	77.83
YMR322C	Q04902	96.59
YDL085W	Q07500	90.45
YLR157W-E	P0CF00	54.25
YJR116W	P47153	92.57
YDR300C	P32264	85.73
YGR063C	P32914	95.41
YPL113C	Q02961	93.05
YKL011C	Q03702	87.07
YLR390W	Q06011	63.28
YDL168W	P32771	96.46
YPL190C	P38996	59.1
YKL160W	P36053	72.83
YPL241C	P46670	81.53
YHR068W	P38791	95.14
YGR256W	P53319	96.71
YOL164W	Q08347	94.22
YPL281C	P0CX10	97.23
YPL281C	P0CX11	97.26
YLR291C	P32502	86.49
YPL023C	P46151	83.02
YJL025W	P40992	73.68
YPR043W	P0CX25	96.32
YPR043W	P0CX26	96.16
YKL144C	P35718	84.97
YML119W	Q03208	48.26
YOR011W	Q08409	80.29
YGL036W	P53185	64.41
YHR218W-A	Q3E7Y4	69.44
YKL055C	P35731	89.69
YBL075C	P09435	89.1
YPR116W	Q06109	75.11
YER044C-A	P29467	77.4
YHR037W	P07275	95.36
YLR408C	Q06071	83.16
YHR012W	P38759	75.8
YGR192C	P00359	98.08
YOR071C	Q08485	86.05
YNL181W	P53878	91.05
YDR195W	P42073	64.33
YGL191W	P32799	91.57
YDR321W	P38986	86.9
YLR240W	P22543	79.1
YJR062C	P40354	94.76
YKR043C	P36136	92.7
YOR022C	Q12204	70.67
YOR125C	P41735	88.63
YGR013W	P53207	70.55
YBR102C	P38261	67.93
YNL197C	P34761	55.86
YHR144C	P06773	88.96
YER101C	P39945	88.73
YDR237W	P36519	93.04
YDL127W	P25693	71.41
YOL141W	Q08282	92.25
YER121W	P40076	50.07
YNL064C	P25491	82.94
YNL202W	P32573	93.91
YGR123C	P53043	94.52
YHR077C	P38798	78.23
YOR101W	P01119	73.38
YKR039W	P19145	85.45
YOR383C	Q08907	46.91
YPL252C	Q12184	78.69
YHR156C	P38852	68.22
YDR107C	Q04562	85.13
YLR018C	Q12445	58.2
YLR344W	P05743	94.27
YPR047W	P08425	91.3
YDR472W	Q03337	70.68
YDL030W	P19736	88.08
YGL209W	P53035	49.52
Q0092	Q35811	75.81
YOR056C	Q08444	73.89
YJR090C	P24814	73.85
YKL019W	P29703	95.89
YML043C	Q04712	62.54
YOL075C	Q08234	80.69
YBR006W	P38067	96.93
YNL283C	P53832	61.01
YML046W	P39682	86.97
YKL184W	P08432	89.62
YOR246C	Q08651	90.81
YLR412W	Q06688	84.25
YML004C	P50107	95.48
YAL002W	P39702	74.55
YDR468C	Q03322	74.03
YER019C-A	P52871	72.18
YLR447C	P32366	83.54
YBL051C	P34217	55.51
YOR042W	Q08412	61.29
YLR361C-A	Q3E795	70.15
YDL084W	Q07478	87.16
YDL203C	Q07622	71.64
YOR236W	P07807	95.52
YPL119C-A	Q3E751	47.97
YMR071C	Q04767	86.37
YOR183W	Q08559	59.45
YBR196C	P12709	97.01
YPL194W	Q08949	67.44
YJR035W	P40352	68.81
YGL163C	P32863	71.05
YPL157W	Q12052	86.56
YKR029C	P36124	62.91
YDR285W	P31111	70.41
YAL021C	P31384	77.05
YDL229W	P11484	92.05
YDR329C	P28795	84.38
YJL174W	P39005	78.14
YFL036W	P13433	77.71
YDR034C	P40971	69.08
YJL203W	P32524	78
YPL177C	P41817	61.56
YLR112W	Q12130	36.86
YNL147W	P53905	79.79
YOR176W	P16622	91.17
YLR435W	Q06672	81.2
YIL164C	P40447	96.98
YLR084C	Q12465	85.21
YHR036W	P38770	59.82
YKL176C	P34239	63.25
YMR229C	Q05022	77.08
YOR238W	Q08634	95.09
YOR367W	Q08873	85.09
YOR297C	Q08749	75.56
YDR009W	P13045	92.32
YPR165W	P06780	88.91
YJL014W	P39077	90.87
