uniprot	mean
Q04433	0.84106433
Q04471	0.5400357
Q04545	0.36797255
Q04549	0.17281035
Q04562	0.26820263
Q04632	0.47154275
Q04658	0.31945035
Q04675	0.2984057
Q04697	0.2683474
Q04712	0.4310409
Q04740	0.40796977
Q04751	0.1748671
Q04895	0.24945387
Q04902	0.16619633
Q04930	0.6655735
Q04934	0.63335466
Q04935	0.54812044
Q04949	0.14741674
Q04952	0.26100707
Q04969	0.30095088
Q05024	0.49464828
Q05040	0.42234278
Q05043	0.60462266
Q05050	0.83932465
Q05131	0.25287694
Q05468	0.4042897
Q05473	0.15776728
Q05506	0.20750536
Q05518	0.98111445
Q05541	0.35310778
Q05543	0.5539444
Q05610	0.70603764
Q05635	0.3441994
Q05670	0.23038594
Q05778	0.19479176
Q05788	0.2555304
Q05790	0.2217488
Q05809	0.5620213
Q05874	0.23590839
Q05892	0.20639537
Q05911	0.23225336
Q05924	0.21106485
Q05926	0.15356469
Q05942	0.63192886
Q05947	0.24550742
Q05998	0.31309947
Q06001	0.5190385
Q06005	0.24588789
Q06071	0.17935055
Q06090	0.17739464
Q06091	0.384006
Q06098	0.2522395
Q06103	0.22262058
Q06104	0.5084432
Q06137	0.2925003
Q06149	0.1906016
Q06162	0.15372998
Q06169	0.60124797
Q06179	0.19734278
Q06201	0.40940115
Q06208	0.19082744
Q06236	0.32288927
Q06244	0.1857119
Q06245	0.2357155
Q06315	0.6563649
Q06325	0.30986127
Q06333	0.2747431
Q06336	0.47043103
Q06338	0.41179386
Q06350	0.22517948
Q06405	0.30134994
Q06407	0.655861
Q06412	0.38101095
Q06417	0.18986446
Q06436	0.5035646
Q06451	0.47318447
Q06497	0.20607808
Q06511	0.70413893
Q06525	0.49451232
Q06538	0.30238566
Q06567	0.16751564
Q06568	0.5310052
Q06624	0.239408
Q06632	0.2547943
Q06667	0.15737158
Q06668	0.34342697
Q06672	0.4823244
Q06678	0.19010994
Q06682	0.58975136
Q06683	0.14783826
Q06702	0.15092093
Q06709	0.6448626
Q06815	0.5178304
Q06819	0.14341474
Q06834	0.20133813
Q06835	0.18591426
Q06891	0.14144947
Q06991	0.25760967
Q07395	0.21670204
Q07500	0.25228834
Q07527	0.15780121
Q07534	0.16742234
Q07541	0.7050603
Q07623	0.84431654
Q07729	0.2441991
Q07799	0.22823165
Q07844	0.41190183
Q07921	0.17661904
Q07949	0.5618534
Q07951	0.24834527
Q07979	0.3699268
Q07980	0.37091044
Q07993	0.18099834
Q08003	0.27503985
Q08119	0.44664454
Q08176	0.33537263
Q08199	0.2619074
Q08219	0.30952093
Q08232	0.50683707
Q08237	0.45849368
Q08269	0.60893774
Q08271	0.28661597
Q08287	0.55524033
Q08295	0.34421912
Q08299	0.25075367
Q08409	0.25560766
Q08457	0.17001355
Q08471	0.8793268
Q08485	0.28570408
Q08561	0.95707893
Q08579	0.3036562
Q08580	0.32977408
Q08622	0.2021236
Q08673	0.2926543
Q08726	0.31663537
Q08732	0.63728356
Q08742	0.28129742
Q08745	0.32230753
Q08777	0.35500687
Q08817	0.4778002
Q08822	0.18537343
Q08873	0.41787103
Q08902	0.23199517
Q08906	0.7435848
Q08908	0.20727693
Q08911	0.2404551
Q08913	0.288373
Q08914	0.16781731
Q08929	0.27294087
Q08930	0.30689913
Q08952	0.43952283
Q08961	0.16916415
Q08963	0.37819496
Q08966	0.5828513
Q08977	0.42316097
Q08981	0.5363855
Q08991	0.28384125
Q08995	0.39581716
Q12000	0.61819357
Q12001	0.25187293
Q12004	0.2613032
Q12008	0.32051414
Q12013	0.25224885
Q12015	0.5684725
Q12016	0.2729688
Q12025	0.4582844
Q12028	0.17889959
Q12029	0.23377925
Q12031	0.2090288
Q12034	0.6572345
Q12035	0.8138798
Q12049	0.50406766
Q12056	0.19318774
Q12066	0.47813427
Q12067	0.25064605
Q12069	0.32006922
Q12072	0.47737753
Q12074	0.15583558
Q12078	0.23407789
Q12083	0.1562448
Q12084	0.21564218
Q12086	0.23211925
Q12090	0.16554697
Q12096	0.17167406
Q12102	0.32312196
Q12104	0.37179914
Q12107	0.4185898
Q12122	0.22230309
Q12125	0.17039834
Q12132	0.88498205
Q12133	0.15275164
Q12143	0.5461881
Q12152	0.59935874
Q12153	0.59091425
Q12156	0.3181534
Q12161	0.7029225
Q12163	0.7342956
Q12165	0.17863624
Q12171	0.1924738
Q12172	0.3701776
Q12175	0.1830165
Q12180	0.33333004
Q12185	0.26360705
Q12192	0.74092674
Q12199	0.40442967
Q12200	0.24549393
Q12204	0.4173016
Q12205	0.31977108
Q12209	0.30951083
Q12215	0.766566
Q12218	0.6244353
Q12222	0.18091622
Q12232	0.40904516
Q12233	0.14707953
Q12234	0.70435536
Q12235	0.21503533
Q12242	0.4032369
Q12245	0.14786774
Q12270	0.27762038
Q12283	0.18332571
Q12286	0.24750447
Q12289	0.21661697
Q12296	0.5385933
Q12308	0.14481914
Q12310	0.3297024
Q12318	0.15498996
Q12326	0.36638552
Q12329	0.7862148
Q12335	0.29020426
Q12338	0.5046635
Q12342	0.3568834
Q12345	0.43323815
Q12347	0.1973371
Q12348	0.2677198
Q12359	0.38071075
Q12369	0.33509997
Q12372	0.23813646
Q12375	0.15504701
Q12378	0.12956479
Q12385	0.18603362
Q12387	0.15412232
Q12390	0.1913587
Q12395	0.18976891
Q12398	0.60223436
Q12403	0.48442096
Q12405	0.23756759
Q12408	0.24107307
Q12415	0.43128118
Q12420	0.9484246
Q12427	0.8289476
Q12431	0.46956953
Q12433	0.68605584
Q12434	0.32599655
Q12442	0.2692307
Q12447	0.16011192
Q12450	0.19803937
Q12453	0.35460907
Q12455	0.16843176
Q12458	0.15643273
Q12471	0.18123494
Q12487	0.26362202
Q12493	0.34142455
Q12510	0.3487877
Q12520	0.25671977
Q12525	0.20734325
Q12676	0.15626974
Q12743	0.5073857
Q12751	0.19864492
Q12753	0.8622829
Q2V2P4	0.16077055
Q2V2P9	0.24232626
Q3E705	0.40476665
Q3E731	0.58203334
Q3E785	0.28585252
Q3E790	0.6784544
Q3E798	0.41190097
Q3E7A4	0.34421667
Q3E7B2	0.35890347
Q3E7C1	0.21704589
Q3E7Y3	0.16201568
Q3E7Y6	0.6791421
Q3E827	0.9856451
Q3E829	0.21762002
Q3E834	0.4511721
Q3E835	0.26358804
Q6Q560	0.2168278
Q6Q595	0.28070268
Q8TGJ3	0.19694929
Q99181	0.18889873
Q99186	0.21740825
Q99188	0.51449287
Q99189	0.15496299
Q99288	0.3031024
Q99297	0.15568906
Q99316	0.20123918
Q99332	0.6770096
Q99344	0.15004048
Q99359	0.4146573
Q99382	0.5850269
Q99393	0.44024986
Q9URQ5	0.47359598
A2P2R3	0.16694467
O14468	0.90067333
O74302	0.69283116
P00498	0.13549723
P00912	0.2344924
P02407	0.36276218
P03874	0.16185784
P03875	0.3374377
P03876	0.20111029
P06174	0.22155027
P07172	0.21888584
P07236	0.17823824
P07252	0.14660579
P07390	0.26476014
P08019	0.16977072
P08459	0.30620754
P08468	0.16839747
P09007	0.7125474
P09932	0.20190613
P0C271	0.2521382
P0C2H7	0.55865645
P0C2I4	0.66698116
P0C2I8	0.68387824
P0C2J4	0.62663794
P0CE11	0.22301424
P0CX09	0.1866048
P0CX10	0.23555665
P0CX11	0.23555665
P0CX13	0.32857034
P0CX22	0.30228066
P0CX24	0.22079872
P0CX57	0.69242734
P0CX58	0.69242734
P0CX59	0.6904235
P0CX60	0.6904235
P0CX61	0.65358883
P0CX62	0.65358883
P0CX65	0.6887873
P0CX66	0.6887873
P0CX67	0.6887873
P0CX68	0.6887873
P0CX69	0.6887873
P0CX70	0.68382436
P0CX71	0.68382436
P0CX72	0.68382436
P0CX73	0.68382436
P0CX74	0.68359613
P0CX75	0.68359613
P0CX76	0.68359613
P0CY07	0.17192377
P0CY09	0.26913026
P0CY11	0.23888083
P10662	0.2980532
P10663	0.14390682
P14127	0.38468242
P14905	0.16955812
P16120	0.20107259
P16151	0.28673178
P16523	0.25630793
P16547	0.8609956
P16639	0.17391834
P17123	0.58072543
P17558	0.34066585
P18411	0.30813983
P18496	0.24346574
P18634	0.3300286
P18962	0.19480486
P19956	0.32232326
P20049	0.1645565
P21264	0.16892718
P21304	0.4704425
P21339	0.69444525
P21623	0.16744335
P21705	0.59689975
P22023	0.17797491
P22215	0.28545234
P22434	0.17561634
P23250	0.5832917
P23796	0.17070115
P23797	0.20061474
P24031	0.15690613
P24720	0.19106147
P25036	0.31905243
P25040	0.33165404
P25335	0.2513432
P25351	0.37598673
P25354	0.34262386
P25366	0.27707076
P25372	0.13512543
P25380	0.20651254
P25383	0.65283215
P25568	0.26180518
P25579	0.8248507
P25584	0.3217366
P25585	0.25750557
P25611	0.19589414
P25617	0.6705244
P25619	0.4603068
P25642	0.16221783
P25649	0.17079969
P25659	0.67317355
P28625	0.18575017
P28778	0.1390585
P30402	0.19321942
P30777	0.19142717
P32317	0.21254852
P32351	0.5335616
P32375	0.2248221
P32388	0.18176958
P32435	0.22338541
P32448	0.5338532
P32452	0.13987908
P32453	0.36159292
P32487	0.35679513
P32493	0.15240291
P32572	0.35841787
P32583	0.882658
P32606	0.41090652
P32616	0.5092362
P32634	0.61163604
P32645	0.34318057
P32770	0.5555662
P32806	0.2784343
P32857	0.32377857
P32858	0.2256151
P32896	0.42762512
P32902	0.4147569
P32903	0.71361
P33199	0.3276232
P33303	0.20359264
P33304	0.5687112
P33323	0.1812707
P33331	0.18279035
P33335	0.24482988
P33757	0.19565208
P34228	0.60750026
P34231	0.3231746
P34234	0.4245959
P34250	0.8980946
P35172	0.30612934
P35178	0.41838786
P35195	0.35038236
P35209	0.64087105
P35724	0.66679376
P35735	0.34242436
P36026	0.37433526
P36029	0.35927474
P36032	0.27671906
P36038	0.17476384
P36054	0.53673255
P36078	0.17852083
P36090	0.21559994
P36125	0.41141927
P36137	0.34666905
P36139	0.50325245
P36141	0.15587117
P36150	0.25383785
P36157	0.77206326
P36158	0.2925435
P36172	0.2705581
P36534	0.47224936
P36973	0.14645194
P37267	0.68458164
P37293	0.47484726
P37304	0.5943419
P38061	0.4665904
P38073	0.41211495
P38079	0.44537592
P38081	0.23501585
P38087	0.26354015
P38089	0.26864278
P38120	0.27017823
P38124	0.36248165
P38141	0.2777692
P38142	0.3246279
P38145	0.16913694
P38151	0.30738935
P38152	0.17359574
P38156	0.37854746
P38157	0.17755058
P38172	0.21454176
P38176	0.28720048
P38197	0.20597027
P38216	0.9293119
P38222	0.25390893
P38229	0.58065
P38230	0.15373428
P38234	0.16394646
P38271	0.40943733
P38281	0.18151495
P38305	0.8863358
P38325	0.39592233
P38330	0.42396408
P38335	0.6963943
P38343	0.22775064
P38358	0.19705026
P38693	0.15286157
P38694	0.2022497
P38702	0.23075415
P38707	0.23734187
P38708	0.29460704
P38714	0.15496573
P38732	0.1566816
P38734	0.26336008
P38738	0.35177287
P38739	0.70235336
P38745	0.35111925
P38746	0.15475042
P38750	0.5990042
P38765	0.14945763
P38767	0.39495242
P38771	0.2444491
P38774	0.16123134
P38776	0.2660218
P38784	0.54307127
P38787	0.16584498
P38790	0.13424177
P38804	0.60339
P38809	0.93938977
P38814	0.54964477
P38819	0.3909974
P38828	0.20384693
P38829	0.41996863
P38839	0.72532064
P38848	0.4395499
P38849	0.25211704
P38852	0.5690968
P38854	0.9557993
P38870	0.29349774
P38872	0.3636903
P38876	0.24639812
P38884	0.20566435
P38885	0.23056978
P38887	0.23425095
P38913	0.23954265
P38921	0.14885432
P38958	0.44218892
P38969	0.28314498
P38971	0.33600813
P39005	0.47812834
P39110	0.1564167
P39523	0.9166808
P39525	0.18236211
P39551	0.41328278
P39682	0.1890421
P39708	0.20112687
P39709	0.29721367
P39718	0.32703343
P39937	0.1742316
P39944	0.31079775
P39955	0.67082334
P39959	0.45662996
P39961	0.17411554
P39965	0.17450005
P39967	0.5314633
P39981	0.2974745
P39982	0.21377109
P40002	0.7154649
P40006	0.25862113
P40036	0.65122205
P40037	0.1542063
P40039	0.26910925
P40041	0.47386184
P40050	0.17951788
P40060	0.4102479
P40081	0.1343446
P40095	0.7973509
P40100	0.3006023
P40155	0.3814488
P40156	0.60669065
P40187	0.5705008
P40188	0.32002926
P40210	0.65774727
P40214	0.6139682
P40309	0.24668351
P40317	0.4701026
P40325	0.6180552
P40328	0.5211785
P40342	0.13871653
P40354	0.26374686
P40434	0.35464078
P40451	0.59627503
P40463	0.91188765
P40464	0.17529257
P40483	0.23943911
P40491	0.3226848
P40496	0.56179774
P40511	0.15647037
P40525	0.5332739
P40529	0.55528647
P40531	0.3715561
P40533	0.27822867
P40544	0.28092554
P40545	0.17097118
P40546	0.9171634
P40561	0.7550417
P40570	0.34044027
P40889	0.3537431
P40987	0.15573229
P40990	0.1633185
P41913	0.76181483
P42222	0.23146518
P42223	0.42412046
P42834	0.30095243
P42842	0.16955122
P42883	0.1956722
P42940	0.23870394
P42941	0.15330552
P42943	0.2109416
P42948	0.43103334
P43538	0.19179165
P43548	0.24552622
P43557	0.35243198
P43562	0.3269909
P43570	0.19077705
P43597	0.9244484
P43598	0.92829216
P43607	0.46934536
P43611	0.30312538
P43613	0.38105345
P43615	0.19266956
P43620	0.62056017
P45819	0.66899335
P45820	0.18973063
P46151	0.3195953
P46955	0.36699203
P46958	0.48817617
P46973	0.21555516
P46983	0.40084958
P46993	0.5143676
P46997	0.55918974
P46999	0.40188152
P47005	0.26286274
P47007	0.23418027
P47015	0.43904072
P47018	0.6749389
P47046	0.6911091
P47048	0.37886393
P47049	0.38048223
P47051	0.15703452
P47081	0.38458633
P47084	0.1774412
P47085	0.18531395
P47099	0.6921992
P47111	0.44702873
P47127	0.24066842
P47140	0.19156404
P47141	0.15053509
P47148	0.31148937
P47153	0.23734193
P47155	0.4909478
P47163	0.18958564
P47165	0.1660852
P47166	0.7296502
P47172	0.16877371
P47175	0.15640411
P47177	0.17141151
P47183	0.1935138
P47187	0.3459389
P47976	0.471558
P48353	0.7554294
P48362	0.3027904
P48526	0.17205186
P48560	0.52214247
P48564	0.418871
P50104	0.4318433
P50112	0.30510315
P50113	0.15054564
P50273	0.17844158
P52290	0.16851187
P52911	0.15941115
P52918	0.23706488
P52924	0.22354954
P53036	0.31989893
P53046	0.33087575
P53047	0.30444553
P53050	0.6143479
P53058	0.1626928
P53060	0.41570875
P53072	0.43663585
P53099	0.2800488
P53100	0.16056512
P53118	0.29276294
P53130	0.16289659
P53139	0.9877276
P53142	0.24863805
P53147	0.7510419
P53155	0.4668187
P53172	0.511895
P53183	0.15886413
P53200	0.23893563
P53203	0.4696576
P53241	0.3157261
P53242	0.19079475
P53248	0.16079725
P53253	0.4507488
P53257	0.15520985
P53278	0.81234723
P53279	0.38331756
P53285	0.31909665
P53289	0.78036183
P53292	0.570403
P53304	0.15224981
P53305	0.4640692
P53315	0.14933647
P53316	0.49352345
P53319	0.19215216
P53338	0.22095561
P53394	0.33690083
P53438	0.8310998
P53630	0.23059544
P53723	0.32675323
P53724	0.5228436
P53728	0.56736857
P53733	0.40286237
P53735	0.5706102
P53744	0.2534328
P53755	0.4143062
P53835	0.29311657
P53850	0.3504563
P53854	0.8718793
P53857	0.52568305
P53873	0.17912473
P53878	0.34450626
P53882	0.63526165
P53883	0.67289513
P53885	0.76694024
P53892	0.6643639
P53898	0.30262163
P53913	0.74686605
P53918	0.38486546
P53949	0.16949482
P53958	0.82721555
P53960	0.22144109
P53961	0.29249376
P53970	0.15838982
P54005	0.22039613
P54730	0.4443247
P56508	0.5737606
P87262	0.51974404
P87275	0.34889525
P89113	0.13534726
Q00453	0.6550096
Q00873	0.47280025
Q01766	0.61592644
Q02608	0.2608649
Q02710	0.5910049
Q02772	0.25320366
Q02803	0.18291745
Q02863	0.2559237
Q02875	0.71850616
Q02889	0.27490088
Q02961	0.18385637
Q02981	0.16873296
Q03029	0.23348677
Q03079	0.40514114
Q03085	0.14525072
Q03099	0.33750623
Q03151	0.22128253
Q03153	0.27104837
Q03201	0.19607048
Q03218	0.35084376
Q03264	0.43583456
Q03266	0.26174584
Q03419	0.25261655
Q03441	0.39332798
Q03482	0.8407427
Q03483	0.6455849
Q03516	0.32752514
Q03525	0.8242392
Q03652	0.31683606
Q03667	0.83452314
Q03673	0.17785741
Q03697	0.30570707
Q03760	0.18760316
Q03786	0.1924588
Q03796	0.14182149
Q03798	0.198839
Q03799	0.1459209
Q03856	0.68829745
Q03880	0.784073
Q03899	0.16304022
Q03942	0.15920627
Q03964	0.7057515
Q03976	0.46004838
Q04005	0.4777039
Q04007	0.6415927
Q04083	0.2987671
Q04201	0.9138686
Q04210	0.35943675
Q04212	0.15695137
Q04215	0.7038963
Q04216	0.40081474
Q04225	0.47346362
Q04233	0.72402644
Q04301	0.22201167
Q04329	0.34551883
Q04341	0.1640309
Q04383	0.43560663
Q04399	0.25824305
Q04418	0.46794158
Q04429	0.5580598
Q04487	0.21963474
Q04516	0.17373492
Q04533	0.27412888
Q04585	0.30041617
Q04598	0.23847242
Q04599	0.31992355
Q04600	0.25736004
Q04602	0.46591124
Q04623	0.177308
Q04689	0.23434198
Q04706	0.684706
Q04734	0.31373245
Q04767	0.39949694
Q04772	0.32863274
Q04792	0.29157132
Q04806	0.23788442
Q05015	0.2242508
Q05648	0.34015176
Q05672	0.7666064
Q05676	0.28604352
Q05827	0.19473742
Q05863	0.9352608
Q05867	0.4215521
Q05905	0.19226049
Q05937	0.6689919
Q05955	0.20702393
Q06011	0.5621427
Q06108	0.6215854
Q06109	0.13766594
Q06116	0.21953464
Q06134	0.44424894
Q06177	0.9547904
Q06200	0.44993654
Q06214	0.3523401
Q06216	0.3867059
Q06247	0.23347877
Q06466	0.2825028
Q06469	0.2547477
Q06479	0.29995516
Q06485	0.40511298
Q06490	0.16082673
Q06494	0.20033514
Q06543	0.20643063
Q06563	0.19907513
Q06597	0.16496296
Q06616	0.6933336
Q06636	0.4320833
Q06640	0.34824064
Q06644	0.2275401
Q06665	0.25888476
Q06673	0.3891007
Q06686	0.35200602
Q06688	0.17784403
Q06689	0.24727073
Q06698	0.28196165
Q06707	0.15498072
Q06820	0.62302136
Q06822	0.19351605
Q07349	0.23509482
Q07351	0.63856614
Q07362	0.8842153
Q07376	0.23197588
Q07451	0.47745284
Q07458	0.3716235
Q07549	0.7310508
Q07622	0.45186177
Q07653	0.99317914
Q07655	0.69146115
Q07660	0.3330342
Q07684	0.5401124
Q07748	0.19344096
Q07786	0.18264288
Q07788	0.33804187
Q07798	0.25257352
Q07843	0.16891855
Q07872	0.5971529
Q07888	0.36144647
Q07895	0.22424062
Q07897	0.41005716
Q07904	0.26669693
Q07959	0.29719433
Q07987	0.16629817
Q07988	0.34174457
Q07990	0.41824636
Q08045	0.29076585
Q08058	0.1648189
Q08157	0.7414066
Q08182	0.7918014
Q08202	0.38858795
Q08223	0.34097034
Q08225	0.19496784
Q08226	0.25941598
Q08227	0.19235271
Q08234	0.24823901
Q08268	0.2638095
Q08280	0.3494649
Q08347	0.19818701
Q08416	0.39123064
Q08421	0.36308882
Q08422	0.5888495
Q08553	0.21769305
Q08646	0.28530192
Q08693	0.38718924
Q08729	0.38941923
Q08750	0.2142974
Q08818	0.21297216
Q08904	0.31363758
Q08907	0.72815526
Q08919	0.26073056
Q08926	0.7943896
Q08932	0.698222
Q08956	0.3266344
Q08970	0.3784253
Q08971	0.22061178
Q12021	0.34332475
Q12026	0.43942615
Q12036	0.15015315
Q12040	0.34060124
Q12057	0.8189465
Q12059	0.15472879
Q12085	0.6831924
Q12089	0.19813247
Q12091	0.37836668
Q12108	0.28401032
Q12109	0.30011413
Q12117	0.45877331
Q12119	0.2324589
Q12128	0.48043585
Q12139	0.5093008
Q12144	0.24330369
Q12145	0.56442904
Q12155	0.21784467
Q12167	0.1664708
Q12189	0.22207576
Q12194	0.24823639
Q12202	0.31185156
Q12214	0.17751709
Q12217	0.69237566
Q12221	0.55544037
Q12226	0.17345947
Q12239	0.2511552
Q12244	0.17949444
Q12247	0.9706912
Q12251	0.15048908
Q12252	0.40455243
Q12260	0.6457102
Q12266	0.6903831
Q12272	0.19765107
Q12275	0.27992138
Q12276	0.58674204
Q12282	0.28764746
Q12288	0.16606332
Q12291	0.15543385
Q12293	0.65630645
Q12314	0.15144001
Q12325	0.35853788
Q12340	0.30999014
Q12350	0.25411734
Q12354	0.15380557
Q12358	0.39157763
Q12367	0.3163411
Q12368	0.264203
Q12374	0.19431719
Q12391	0.6908513
Q12392	0.627798
Q12393	0.14740266
Q12407	0.44020784
Q12412	0.32787356
Q12424	0.28285605
Q12428	0.16540429
Q12436	0.4555793
Q12439	0.64857495
Q12441	0.6856595
Q12454	0.23431353
Q12467	0.28671342
Q12470	0.6856761
Q12480	0.14454074
Q12485	0.6907815
Q12489	0.90876204
Q12500	0.4854391
Q12504	0.21553525
Q12507	0.34005928
Q12512	0.14981085
Q12515	0.9346026
Q12516	0.51729184
Q12672	0.34742156
Q12690	0.59568405
Q2V2P8	0.26256445
Q2V2Q1	0.91766065
Q3E6R5	0.55741
Q3E752	0.36605963
Q3E764	0.9500684
Q3E7X8	0.38380384
Q3E824	0.7578151
Q3E828	0.21927848
Q3E830	0.36930543
Q6Q546	0.12441082
Q6Q5H1	0.6818348
Q6Q5K6	0.1974635
Q6Q5X2	0.8549712
Q86ZR7	0.15832585
Q8TGM6	0.73155016
Q8TGN9	0.23862638
Q92392	0.68182755
Q99177	0.2572661
Q99208	0.3386267
Q99234	0.48737648
Q99247	0.43542096
Q99252	0.5336478
Q99303	0.6487175
Q99369	0.25032467
Q99373	0.65158004
A5Z2X5	0.30025095
D6VPM8	0.19714707
O13511	0.70602113
O13512	0.3538836
O13529	0.26950413
O13548	0.1681744
O13549	0.1748456
O13585	0.37729245
O13587	0.33123615
O43137	0.20087247
P08521	0.2019552
P08593	0.32221493
P09937	0.3429209
P0CD97	0.48062864
P0CD98	0.27599692
P0CE69	0.22748947
P0CE85	0.15873875
P0CE86	0.18117009
P0CE87	0.18117009
P0CE88	0.14211324
P0CE89	0.14211324
P0CE90	0.13900681
P0CE91	0.13900681
P0CE92	0.13951358
P0CE93	0.13951358
P0CF18	0.17055394
P0CF19	0.24643998
P0CF20	0.24533892
P0CT86	0.6160293
P0CX12	0.32857034
P0CX18	0.2495817
P0CX19	0.2495817
P0CX99	0.32982343
P0CY13	0.3945708
P10356	0.27900106
P13130	0.23024759
P22580	0.20670676
P23060	0.16814043
P23493	0.75334245
P25355	0.19603975
P25361	0.53300875
P25362	0.15436123
P25370	0.30150408
P25565	0.24981417
P25607	0.1836508
P25608	0.1929051
P25610	0.14978626
P25612	0.23559958
P25616	0.1370797
P25631	0.7007308
P25639	0.4210957
P25654	0.14746429
P28003	0.6254329
P29589	0.3318999
P32047	0.8217434
P32330	0.36646932
P32385	0.2933321
P32450	0.5706344
P32460	0.23784962
P32488	0.72097516
P32564	0.43060014
P32612	0.13809006
P32618	0.5965573
P32633	0.73608017
P32792	0.19623342
P33324	0.21354981
P34224	0.17256914
P34246	0.24527071
P34251	0.24122311
P35198	0.53213567
P35719	0.2995726
P35736	0.7257555
P35994	0.15292571
P35995	0.27918723
P36025	0.29418808
P36034	0.3172977
P36052	0.2135025
P36066	0.16428506
P36083	0.53247494
P36085	0.24564877
P36086	0.16599675
P36103	0.92748404
P36114	0.27214506
P36134	0.7148895
P36138	0.92817736
P36151	0.16267842
P36154	0.19258255
P36155	0.38682243
P37263	0.5582988
P37265	0.3361867
P38083	0.2368294
P38150	0.21135487
P38155	0.13824704
P38177	0.6485521
P38191	0.16407754
P38192	0.43088424
P38195	0.6799756
P38202	0.8970301
P38213	0.7214803
P38231	0.23291501
P38232	0.35735723
P38235	0.19799057
P38239	0.47432324
P38243	0.6344274
P38246	0.22865446
P38253	0.27849174
P38256	0.18205544
P38276	0.1383139
P38277	0.5845543
P38280	0.57598114
P38284	0.7694421
P38290	0.38332012
P38292	0.23553683
P38306	0.94818985
P38308	0.53554237
P38312	0.36176145
P38318	0.24038623
P38346	0.5273526
P38354	0.41407126
P38355	0.30915686
P38374	0.6717
P38430	0.16095543
P38635	0.20098561
P38690	0.268414
P38709	0.15008508
P38716	0.2146538
P38721	0.3587807
P38723	0.344714
P38725	0.14090797
P38728	0.47040746
P38740	0.3927641
P38744	0.16020533
P38747	0.5547547
P38763	0.1573083
P38832	0.5174169
P38833	0.63228524
P38835	0.58980685
P38841	0.17851764
P38842	0.20339385
P38867	0.66571397
P38893	0.15655692
P39101	0.576504
P39529	0.310107
P39542	0.33997524
P39549	0.4941151
P39721	0.18428504
P39931	0.5498433
P39945	0.22374779
P39975	0.14403778
P39991	0.16501741
P39996	0.4109315
P40008	0.14458615
P40022	0.922108
P40042	0.13741507
P40049	0.18324146
P40052	0.7839515
P40053	0.22010918
P40057	0.6916502
P40093	0.16735451
P40097	0.38940012
P40098	0.28293782
P40157	0.40548754
P40159	0.98908544
P40206	0.3165589
P40209	0.73747337
P40326	0.19863847
P40361	0.30573583
P40364	0.4122764
P40446	0.19546963
P40447	0.15244615
P40449	0.54343534
P40456	0.31860065
P40470	0.78994334
P40476	0.7134983
P40497	0.43586195
P40500	0.34433386
P40502	0.21681605
P40508	0.69674766
P40514	0.3466723
P40520	0.36652124
P40524	0.4262446
P40534	0.26834524
P40560	0.15244833
P40569	0.5306175
P40579	0.20420176
P40585	0.15814032
P40892	0.19249013
P40893	0.24344747
P40962	0.63321424
P42840	0.23984414
P42884	0.2711634
P42933	0.16532354
P42936	0.19504926
P42942	0.19878744
P42946	0.20924999
P42947	0.7752635
P43537	0.7923631
P43542	0.3333895
P43552	0.1898549
P43575	0.14346652
P43590	0.21387784
P43595	0.3018937
P43600	0.25231272
P43604	0.44257838
P43617	0.16911952
P46679	0.28249934
P46949	0.9183514
P46996	0.33064646
P46998	0.186862
P47009	0.9117829
P47010	0.38694516
P47014	0.15535384
P47023	0.33008668
P47034	0.30033317
P47036	0.6005765
P47044	0.4421494
P47065	0.20260818
P47072	0.3480199
P47087	0.947516
P47090	0.3290125
P47101	0.27930653
P47115	0.7386401
P47129	0.86381555
P47131	0.13590859
P47139	0.32194394
P47144	0.3957647
P47145	0.15875226
P47146	0.21314529
P47157	0.48441434
P47159	0.34275675
P47173	0.1647813
P47174	0.15694219
P47181	0.18649493
P47182	0.2462723
P48235	0.33352596
P48569	0.25345248
P50084	0.36380422
P50088	0.41899285
P50263	0.9839238
P53009	0.33482316
P53053	0.21788082
P53057	0.15784694
P53066	0.5955172
P53074	0.6566096
P53077	0.23075368
P53078	0.17952101
P53081	0.14061154
P53089	0.2843762
P53117	0.24860841
P53120	0.3634707
P53134	0.29772595
P53171	0.26519302
P53194	0.4594306
P53209	0.39057532
P53210	0.5168125
P53212	0.37856427
P53217	0.3122664
P53227	0.6061793
P53243	0.19724509
P53265	0.16560207
P53270	0.15104708
P53272	0.1639447
P53275	0.20057243
P53287	0.19191338
P53293	0.2576412
P53326	0.16878204
P53336	0.21359439
P53343	0.13853315
P53344	0.3012679
P53427	0.13866782
P53583	0.16106835
P53584	0.2652941
P53736	0.20328736
P53745	0.18415886
P53747	0.48212436
P53748	0.26058784
P53749	0.2198673
P53750	0.1431936
P53751	0.2641507
P53752	0.16216461
P53757	0.21725963
P53822	0.34040403
P53841	0.1554115
P53869	0.16285998
P53908	0.38275015
P53912	0.153092
P53925	0.4332097
P53929	0.34436935
P53932	0.4950821
P53947	0.7825574
P53956	0.54039407
P53962	0.23335509
P53964	0.1914707
P53975	0.19092104
P54072	0.4318589
P54858	0.71231747
P85052	0.18462491
Q01684	0.20156868
Q02202	0.15949285
Q02203	0.34676853
Q02209	0.324693
Q02606	0.5705401
Q02651	0.3309741
Q02754	0.32453305
Q02771	0.8087895
Q02781	0.70751137
Q02786	0.13740952
Q02799	0.45858192
