ENSEMBL	symbol	WikiGene	Uniprot/SWISSPROT
YDR371W	CTS2	851977|CTS2	Q06350
YDR114C	null	YDR114C|851693	Q04597
YMR076C	PDS5	PDS5|855099	Q04264
YOR254C	SEC63	854428|SEC63	P14906
YBR097W	VPS15	852394|VPS15	P22219
tK(CUU)F	null	null	null
YPL231W	FAS2	855845|FAS2	P19097
YPR203W	null	YPR203W|856333	Q08994
YKL002W	DID4	DID4|853868	P36108
YML007C-A	null	YML007C-A|855004	Q3E7A6
YGL191W	COX13	COX13|852684	P32799
YNL158W	PGA1	PGA1|855564	P53896
YOL084W	PHM7	854070|PHM7	Q12252
tD(GUC)I2	null	null	null
YDR155C	CPR1	851733|CPR1	P14832
YPL189C-A	COA2	COA2|1466518	Q3E823
YGR265W	null	null	P53325
YEL017C-A	PMP2	856697|PMP2	P40975
YPL260W	null	855867|YPL260W	Q08977
YLR249W	YEF3	YEF3|850951	P16521
YBR149W	ARA1	852446|ARA1	P38115
YDL123W	SNA4	851434|SNA4	Q07549
YHR149C	SKG6	SKG6|856554	P32900
tP(UGG)N1	null	null	null
YBR085W	AAC3	852380|AAC3	P18238
YIL103W	DPH1	854703|DPH1	P40487
YLR115W	CFT2	850806|CFT2	Q12102
YDR196C	CAB5	851777|CAB5	Q03941
YHR172W	SPC97	SPC97|856577	P38863
YNL215W	IES2	855506|IES2	P40154
YGL003C	CDH1	CDH1|852881	P53197
YPR178W	PRP4	856307|PRP4	P20053
YAL062W	GDH3	851237|GDH3	P39708
YGR083C	GCD2	852974|GCD2	P12754
YOR276W	CAF20	CAF20|854450	P12962
YPL005W	AEP3	AEP3|856102	Q12089
YPL117C	IDI1	IDI1|855986	P15496
YIL023C	YKE4	854789|YKE4	P40544
YNR047W	FPK1	FPK1|855783	P53739
YFR049W	YMR31	850610|YMR31	P19955
YGL243W	TAD1	852608|TAD1	P53065
YLR282C	null	null	O13542
YOR342C	null	YOR342C|854520	Q12182
YDR405W	MRP20	MRP20|852014	P32387
YMR093W	UTP15	UTP15|855118	Q04305
YDL178W	DLD2	DLD2|851376	P46681
YCR022C	null	null	P25620
YCL059C	KRR1	KRR1|850298	P25586
YLR260W	LCB5	850964|LCB5	Q06147
YBL024W	NCL1	852257|NCL1	P38205
YDL089W	NUR1	851469|NUR1	Q12066
YPL262W	FUM1	FUM1|855866	P08417
YBR082C	UBC4	UBC4|852376	P15731
YHR042W	NCP1	NCP1|856438	P16603
YPR190C	RPC82	RPC82|856320	P32349
YNL079C	TPM1	TPM1|855645	P17536
YNL164C	IBD2	IBD2|855557	P53892
YHR105W	YPT35	856505|YPT35	P38815
YGL134W	PCL10	852743|PCL10	P53124
YGL154C	LYS5	852723|LYS5	P50113
YNL312W	RFA2	855404|RFA2	P26754
YOR261C	RPN8	854435|RPN8	Q08723
YNL042W-B	null	YNL042W-B|1466515	Q3E7Z2
tS(GCU)F	null	null	null
YNL184C	null	null	P53876
YER133W-A	null	null	null
YML062C	MFT1	MFT1|854940	P33441
YLR452C	SST2	851173|SST2	P11972
YML001W	YPT7	YPT7|855012	P32939
tR(UCU)E	null	null	null
YPR010C	RPA135	RPA135|856119	P22138
YPL112C	PEX25	855991|PEX25	Q02969
YGR090W	UTP22	UTP22|852982	P53254
YKL072W	STB6	STB6|853790	P36085
YHL015W	RPS20	856371|RPS20	P38701
YJR162C	null	null	P47188
YBL089W	AVT5	AVT5|852189	P38176
YDR018C	null	851581|YDR018C	Q12185
YPR039W	null	null	Q6B0W0
YDR031W	MIC14	MIC14|851595	Q04341
YOR131C	null	YOR131C|854299	Q12486
YLR349W	null	null	O94086
YDR255C	RMD5	851842|RMD5	Q12508
YLL061W	MMP1	850665|MMP1	Q12372
YOR001W	RRP6	RRP6|854162	Q12149
YJR092W	BUD4	BUD4|853554	P47136
YAL019W	FUN30	851214|FUN30	P31380
YEL076C	null	YEL076C|856633	P39971
YGL066W	SGF73	852814|SGF73	P53165
YBR219C	null	YBR219C|852520	P38317
YIL119C	RPI1	RPI1|854687	P23250
YGL106W	MLC1	MLC1|852772	P53141
YOR321W	PMT3	PMT3|854499	P47190
YOR196C	LIP5	LIP5|854371	P32875
YJL030W	MAD2	MAD2|853422	P40958
YJL128C	PBS2	PBS2|853313	P08018
YNR067C	DSE4	855804|DSE4	P53753
YDL206W	null	YDL206W|851321	Q12424
YCR032W	BPH1	BPH1|850398	P25356
YCL008C	STP22	850349|STP22	P25604
YBR118W	TEF2	852415|856195|TEF2|TEF1	P02994
YPR037C	ERV2	856152|ERV2	Q12284
YMR128W	ECM16	ECM16|855158	Q04217
YBL039C	URA7	URA7|852241	P28274
YOR285W	RDL1	RDL1|854459	Q12305
YCR094W	CDC50	850456|CDC50	P25656
YOL081W	IRA2	854073|IRA2	P19158
snR4	null	null	null
YDL035C	GPR1	851527|GPR1	Q12361
YDL142C	CRD1	CRD1|851413	Q07560
YDR265W	PEX10	851858|PEX10	Q05568
YMR170C	ALD2	855206|ALD2	P47771
YLR372W	SUR4	SUR4|851087	P40319
YLL043W	FPS1	FPS1|850683	P23900
YKL085W	MDH1	853777|MDH1	P17505
Q0092	null	null	Q35811
YKR035C	OPI8	null	P36129
YPL250C	ICY2	855825|ICY2	Q12048
YHR063W-A	null	null	null
YNL292W	PUS4	PUS4|855424	P48567
YOR393W	ERR1	855848|ERR1|ERR2|854575	P0CX11|P0CX10
YNL307C	MCK1	855409|MCK1	P21965
YPR136C	null	null	O13569
YGR136W	LSB1	LSB1|853037	P53281
YNL036W	NCE103	855692|NCE103	P53615
YJR118C	ILM1	ILM1|853582	P47155
YBR221W-A	null	YBR221W-A|1466450	Q3E781
YMR314W	PRE5	855362|PRE5	P40302
YLR278C	null	850984|YLR278C	Q05854
tT(UGU)P	null	null	null
YLR222C	UTP13	UTP13|850919	Q05946
YCR084C	TUP1	850445|TUP1	P16649
YBR130C	SHE3	SHE3|852427	P38272
YOR005C	DNL4	DNL4|854166	Q08387
YKL010C	UFD4	853859|UFD4	P33202
YNL334C	SNO2	855382|SNO2	P53823
tQ(UUG)H	null	null	null
YOR332W	VMA4	VMA4|854509	P22203
YOR102W	null	null	Q08503
YGR228W	null	null	P53308
YBR120C	CBP6	852417|CBP6	P07253
YDR053W	null	null	Q07790
YJL174W	KRE9	KRE9|853265	P39005
YMR035W	IMP2	IMP2|855051	P46972
YNL071W	LAT1	LAT1|855653	P12695
YDR279W	RNH202	851873|RNH202	Q05635
YGR054W	null	YGR054W|852945	P53235
YIL173W	VTH1	854634|VTH1	P40438
YLR074C	BUD20	850763|BUD20	Q08004
YGR156W	PTI1	853060|PTI1	P39927
tS(AGA)D3	null	null	null
YLR157C-B	null	YLR157C-B|850853	P0C2I5
tY(GUA)M1	SUP5	null	null
YJL135W	null	null	P47012
YKR071C	DRE2	853945|DRE2	P36152
YHR044C	DOG1	856440|DOG1	P38774
YDR442W	null	null	P87270
YKL169C	null	null	P36050
YCL073C	GEX1	850289|YCL073C	P25596
YKL008C	LAC1	LAC1|853861	P28496
YOR126C	IAH1	IAH1|854293	P41734
YML031W	NDC1	854977|NDC1	P32500
YBR058C-A	TSC3	852350|TSC3	Q3E790
YDR096W	GIS1	GIS1|851670	Q03833
snR17b	null	null	null
YJL060W	BNA3	BNA3|853386	P47039
YOR049C	RSB1	RSB1|854214	Q08417
YKL215C	OXP1	853665|OXP1	P28273
YAL023C	PMT2	851210|PMT2	P31382
YIL139C	REV7	REV7|854667	P38927
YNL112W	DBP2	855611|DBP2	P24783
YDR162C	NBP2	NBP2|851740	Q12163
YHR039C	MSC7	MSC7|856434	P38694
YPR077C	null	null	O13583
YLL036C	PRP19	850623|PRP19	P32523
YEL051W	VMA8	856659|VMA8	P32610
YNL073W	MSK1	MSK1|855651	P32048
YCR053W	THR4	THR4|850420	P16120
YOL053W	AIM39	AIM39|854103	Q08223
Q0182	null	null	Q9ZZW1
tT(AGU)I1	null	null	null
YHR129C	ARP1	856530|ARP1	P38696
LSR1	null	null	null
YNL117W	MLS1	855606|MLS1	P30952
YIL171W	null	null	null
tL(UAA)N	null	null	null
YHR214W	null	YHR214W|851295|YAR066W|856621	P0CX19|P0CX18
YMR088C	VBA1	VBA1|855113	Q04301
YBR070C	ALG14	ALG14|852362	P38242
YNL116W	DMA2	855607|DMA2	P53924
YMR105W-A	null	YMR105W-A|1466500	Q8TGS8
YNR042W	null	null	P53737
YLL044W	null	null	Q07880
tV(AAC)M1	null	null	null
YOR031W	CRS5	854196|CRS5	P41902
tL(UAG)L2	null	null	null
YPR143W	RRP15	856264|RRP15	Q06511
YNR015W	SMM1	855749|SMM1	P53720
YJL097W	PHS1	853348|PHS1	P40857
YOR033C	EXO1	EXO1|854198	P39875
YBR212W	NGR1	852513|NGR1	P32831
YLR158C	ASP3-3	850850|850852|850855|850857|ASP3-1|ASP3-3|ASP3-2|ASP3-4	P0CX79|P0CX78|P0CX77|P0CZ17
YGR169C-A	null	1466460|YGR169C-A	Q3E772
YEL031W	SPF1	856681|SPF1	P39986
YDL159C-B	null	null	Q8TGP9
YDL088C	ASM4	ASM4|851470	Q05166
YDL114W	null	851444|YDL114W	Q07530
YJL080C	SCP160	SCP160|853365	P06105
YGR134W	CAF130	853035|CAF130	P53280
YER067C-A	null	null	null
YNL315C	ATP11	ATP11|855401	P32453
YDR165W	TRM82	851743|TRM82	Q03774
YDR205W	MSC2	851786|MSC2	Q03455
YMR325W	PAU19	PAU19|855375	P0CE85
YKL016C	ATP7	853853|ATP7	P30902
RDN5-3	null	null	null
YKL067W	YNK1	YNK1|853798	P36010
YDL005C	MED2	MED2|851559	Q12124
YLR015W	BRE2	BRE2|850702	P43132
YIL088C	AVT7	AVT7|854721	P40501
tR(ACG)O	null	null	null
YMR103C	null	null	Q04436
YPR091C	null	856207|YPR091C	Q06833
YEL020C	null	YEL020C|856694	P39994
YHL026C	null	YHL026C|856359	P38740
YLR116W	MSL5	MSL5|850807	Q12186
YLR262C	YPT6	YPT6|850966	Q99260
YGL103W	RPL28	852775|RPL28	P02406
YPL058C	PDR12	PDR12|856049	Q02785
YOR226C	ISU2	ISU2|854401	Q12056
YPL038W	MET31	MET31|856069	Q03081
YDR214W	AHA1	851800|AHA1	Q12449
RDN5-6	null	null	null
YMR032W	HOF1	HOF1|855048	Q05080
snR37	null	null	null
YOR247W	SRL1	SRL1|854421	Q08673
YDR082W	STN1	STN1|851655	P38960
YOL100W	PKH2	PKH2|854053	Q12236
YPL111W	CAR1	CAR1|855993	P00812
YLR414C	PUN1	PUN1|851132	Q06991
YDR049W	VMS1	851618|VMS1	Q04311
YPR016W-A	null	null	P0C5R5
YKL152C	GPM1	853705|GPM1	P00950
YKL091C	null	853771|YKL091C	P33324
YCR075C	ERS1	850438|ERS1	P17261
YGL065C	ALG2	852815|ALG2	P43636
YHL029C	OCA5	856356|OCA5	P38738
YNR020C	ATP23	ATP23|855754	P53722
YNL063W	MTQ1	MTQ1|855662	P53944
YJR144W	MGM101	853609|MGM101	P32787
YLR093C	NYV1	NYV1|850782	Q12255
YDR097C	MSH6	MSH6|851671	Q03834
YCR092C	MSH3	850454|MSH3	P25336
YOL166W-A	null	YOL166W-A|1466472	Q8TGJ1
YMR086C-A	null	null	Q6Q571
YAL002W	VPS8	VPS8|851261	P39702
YDR040C	ENA1	851610|ENA1	P13587
YGL001C	ERG26	ERG26|852883	P53199
YLR347C	KAP95	851061|KAP95	Q06142
YBL060W	YEL1	852219|YEL1	P34225
YML045W-A	null	854962|YML045W-A	Q04706
YMR184W	ADD37	ADD37|855222	Q03233
YLR085C	ARP6	850774|ARP6	Q12509
YHR066W	SSF1	856463|SSF1	P38789
YHR191C	CTF8	856598|CTF8	P38877
YDR342C	HXT7	HXT7|851943	P39004
YOR148C	SPP2	854319|SPP2	Q02521
YER070W	RNR1	856801|RNR1	P21524
YJL182C	null	null	P46986
YHL042W	null	856343|YHL042W	P38729
snR30	null	null	null
tM(CAU)C	null	null	null
YHR079C	IRE1	IRE1|856478	P32361
YIL017C	VID28	VID28|854795	P40547
YMR233W	TRI1	TRI1|855273	Q05024
YDR350C	ATP22	851952|ATP22	P50273
YBR044C	TCM62	TCM62|852332	P38228
YML015C	TAF11	TAF11|854993	Q04226
YOL064C	MET22	MET22|854090	P32179
YJR079W	null	YJR079W|853542	P47126
YDR324C	UTP4	UTP4|851924	Q06679
YNL189W	SRP1	SRP1|855532	Q02821
YIL148W	RPL40A	RPL40B|854658|853969|RPL40A	P0CH09|P0CH08
YLR361C-A	null	YLR361C-A|1466422	Q3E795
YJR131W	MNS1	853595|MNS1	P32906
YLR228C	ECM22	ECM22|850928	Q05958
YNL256W	FOL1	855465|FOL1	P53848
YLR120C	YPS1	850811|YPS1	P32329
YJL041W	NSP1	NSP1|853409	P14907
YNL041C	COG6	COG6|855687	P53959
YBL050W	SEC17	SEC17|852230	P32602
YKR041W	null	853914|YKR041W	P36134
YDR512C	EMI1	EMI1|852125	Q04406
YDL192W	ARF1	851335|ARF1	P11076
YDR027C	VPS54	851591|VPS54	Q12071
YFR056C	null	null	P43624
YGL189C	RPS26A	RPS26A|852686	P39938
YER160C	null	856906|YER160C	Q12088|Q03619
YGR063C	SPT4	852955|SPT4	P32914
YGL205W	POX1	852667|POX1	P13711
YKL005C	BYE1	853865|BYE1	P36106
YHR081W	LRP1	LRP1|856481	P38801
YPL064C	CWC27	856041|CWC27	Q02770
YBR197C	null	YBR197C|852496	P38306
snR73	null	null	null
YAR008W	SEN34	851267|SEN34	P39707
YJL043W	null	YJL043W|853407	P47053
YLR285W	NNT1	NNT1|850991	Q05874
YOL133W	HRT1	853986|HRT1	Q08273
YOL047C	null	YOL047C|854110	Q08218
YNR044W	AGA1	855780|AGA1	P32323
YDR426C	null	null	P87268
YOR208W	PTP2	PTP2|854383	P29461
YOR229W	WTM2	854404|WTM2	Q12206
YGL249W	ZIP2	852643|ZIP2	P53061
YER123W	YCK3	856860|YCK3	P39962
YGR171C	MSM1	853081|MSM1	P22438
YAL043C	PTA1	PTA1|851255	Q01329
YHR078W	null	YHR078W|856477	P38799
YEL074W	null	null	P39973
YGR193C	PDX1	853107|PDX1	P16451
YOR065W	CYT1	854231|CYT1	P07143
YOL137W	BSC6	BSC6|853983	Q08280
YOR153W	PDR5	PDR5|854324	P33302
YBL049W	MOH1	852231|MOH1	P38191
YDL162C	null	null	Q12307
YJR058C	APS2	APS2|853521	Q00381
YHR137W	ARO9	856539|ARO9	P38840
YMR294W-A	null	null	null
YPL241C	CIN2	855835|CIN2	P46670
YHR024C	MAS2	856419|MAS2	P11914
YOL038W	PRE6	854119|PRE6	P40303
YIL066C	RNR3	854744|RNR3	P21672
YDL164C	CDC9	851391|CDC9	P04819
YGR268C	HUA1	853185|HUA1	P40325
YNR038W	DBP6	DBP6|855774	P53734
Q0120	BI4	854582|BI4	P03879
snR128	null	null	null
YMR153W	NUP53	NUP53|855184	Q03790
YOL085W-A	null	null	Q8TGQ8
YOR312C	RPL20B	855283|854489|RPL20A|RPL20B	P0CX24|P0CX23
YBR067C	TIP1	TIP1|852359	P27654
YBR013C	null	YBR013C|852300	P38215
YDR201W	SPC19	SPC19|851782	Q03954
tK(CUU)G2	null	null	null
YDR182W-A	null	YDR182W-A|1466434	Q3E796
tM(CAU)Q1	null	null	null
YDR235W	PRP42	PRP42|851821	Q03776
tK(UUU)Q	null	null	null
YDL024C	DIA3	851537|DIA3	P52290
YER138W-A	null	YER138W-A|856881	P25561|P0C270
YJL086C	null	null	P47028
YJR161C	COS5	COS5|853626	P47187
snR19	null	null	null
YGR257C	MTM1	853173|MTM1	P53320
YHR047C	AAP1	856443|AAP1	P37898
YER112W	LSM4	856848|LSM4	P40070
tP(UGG)Q	null	null	null
YEL006W	YEA6	YEA6|856712	P39953
YEL033W	MTC7	856678|MTC7	P32633
YHR209W	CRG1	856616|CRG1	P38892
YGL182C	null	null	P53103
YLR314C	CDC3	CDC3|851024	P32457
YIL125W	KGD1	854681|KGD1	P20967
YJL168C	SET2	853271|SET2	P46995
YBL056W	PTC3	PTC3|852224	P34221
YOL164W	BDS1	854000|BDS1	Q08347
tA(AGC)H	null	null	null
YIL163C	null	null	P40448
YPR169W	JIP5	JIP5|856298	Q06214
YPL248C	GAL4	GAL4|855828	P04386
YJR156C	THI11	THI11|853621	P47183
YJR097W	JJJ3	JJJ3|853560	P47138
YIL095W	PRK1	854713|PRK1	P40494
YKL096W-A	CWP2	853765|CWP2	P43497
RUF5-2	null	null	null
snR77	null	null	null
YLL054C	null	YLL054C|850672	Q12244
YPL094C	SEC62	856011|SEC62	P21825
YDR480W	DIG2	DIG2|852091	Q03373
YHR096C	HXT5	HXT5|856496	P38695
YGR121W-A	null	1466458|YGR121W-A	Q3E816
YEL046C	GLY1	GLY1|856665	P37303
YGL155W	CDC43	CDC43|852722	P18898
YGR174W-A	null	1466461|YGR174W-A	Q8TGT8
YFR003C	YPI1	850553|YPI1	P43587
YLR300W	EXG1	851007|EXG1	P23776
tY(GUA)O	SUP3	null	null
YHR043C	DOG2	856439|DOG2	P38773
YAR066W	null	YHR214W|851295|YAR066W|856621	P0CX19|P0CX18
YML107C	PML39	854864|PML39	Q03760
YPR027C	null	YPR027C|856138	Q12079
Q0275	COX3	854627|COX3	P00420
YDL052C	SLC1	SLC1|851508	P33333
tG(GCC)G1	null	null	null
YBR230C	OM14	OM14|852531	P38325
YBR201C-A	null	3799967|YBR201C-A	Q2V2Q3
YKL014C	URB1	853855|URB1	P34241
YKL143W	LTV1	LTV1|853714	P34078
YIL140W	AXL2	AXL2|854666	P38928
YPR204C-A	null	YER190C-B|4594642	P0CX98|P0CX97|P0CX96|P0CX95|P0CX94
YPL016W	SWI1	SWI1|856091	P09547
YPL028W	ERG10	856079|ERG10	P41338
YDL080C	THI3	851479|THI3	Q07471
YDR421W	ARO80	852031|ARO80	Q04052
YJL069C	UTP18	UTP18|853376	P40362
YAR029W	null	YAR029W|851281	P39549
YGR233C	PHO81	PHO81|853148	P17442
YGL209W	MIG2	MIG2|852663	P53035
YDR251W	PAM1	PAM1|851838	P37304
Q0297	null	null	Q9ZZV8
YNL021W	HDA1	HDA1|855710	P53973
YAL034C-B	null	null	O13515
YBL099W	ATP1	ATP1|852177	P07251
YPL243W	SRP68	855833|SRP68	P38687
YKL165C	MCD4	MCD4|853690	P36051
YBL092W	RPL32	RPL32|852185	P38061
YPL126W	NAN1	855977|NAN1	Q02931
YCL010C	SGF29	850347|SGF29	P25554
YKL204W	EAP1	853631|EAP1	P36041
YLR163C	MAS1	MAS1|850860	P10507
YMR271C	URA10	URA10|855313	P30402
YIL094C	LYS12	854714|LYS12	P40495
YGL226W	MTC3	MTC3|852626	P53077
YDR055W	PST1	851625|PST1	Q12355
YDR200C	VPS64	VPS64|851781	Q03944
YHR139C-A	null	null	O13536
YDL084W	SUB2	SUB2|851475	Q07478
YML102W	CAC2	CAC2|854869	Q04199
YKR081C	RPF2	853956|RPF2	P36160
YER064C	null	YER064C|856793	P40041
YMR124W	null	YMR124W|855154	P39523
YLR318W	EST2	851028|EST2	Q06163
YPL155C	KIP2	KIP2|855948	P28743
YOR391C	HSP33	HSP33|854573	Q08914
YLR393W	ATP10	ATP10|851109	P18496
YBR035C	PDX3	PDX3|852323	P38075
YJR140C	HIR3	HIR3|853605	P47171
YNL167C	SKO1	SKO1|855554	Q02100
YOR192C-A	null	YOR192C-A|854366	Q12439
YBR174C	null	null	P38294
YGR086C	PIL1	852977|PIL1	P53252
YJR018W	null	null	P47091
YOR296W	null	YOR296W|854471	Q08748
YNL155W	null	YNL155W|855567	P53899
YMR255W	GFD1	855297|GFD1	Q04839
YDR275W	BSC2	851868|BSC2	Q05611
tL(UAG)J	null	null	null
YML121W	GTR1	854918|GTR1	Q00582
YJR115W	null	853579|YJR115W	P47152
YKL129C	MYO3	MYO3|853729	P36006
YLR464W	null	YLR464W|YEL076C-A|851185|856632	P0CX17|P0CX16
YOR328W	PDR10	854506|PDR10	P51533
YFL025C	BST1	BST1|850519	P43571
YPR049C	ATG11	856162|ATG11	Q12527
YBR292C	null	null	P38357
YPL012W	RRP12	856095|RRP12	Q12754
YOR262W	null	YOR262W|854436	Q08726
YBR087W	RFC5	RFC5|852383	P38251
YPL008W	CHL1	856099|CHL1	P22516
YNL018C	null	855713|YNL018C	P53976
YGL136C	MRM2	852741|MRM2	P53123
YLR137W	RKM5	YLR137W|850828	Q12367
YDL046W	NPC2	NPC2|851514	Q12408
YBL061C	SKT5	852218|SKT5	P34226
YNL267W	PIK1	855454|PIK1	P39104
YPR202W	null	YPR202W|856332	Q08993
YDR008C	null	null	null
YGR296W	YRF1-3	855846|YRF1-3|853213|YRF1-7	P0CX15|P0CX14
YAL069W	null	null	O13588
YBL058W	SHP1	SHP1|852222	P34223
YDR160W	SSY1	851738|SSY1	Q03770
YOR101W	RAS1	RAS1|854268	P01119
YOR199W	null	null	Q08604
YHR135C	YCK1	856537|YCK1	P23291
YMR058W	FET3	855080|FET3	P38993
YLL017W	null	null	null
RUF21	null	null	null
YBR049C	REB1	852338|REB1	P21538
YGL137W	SEC27	SEC27|852740	P41811
YJR158W	HXT16	853623|HXT16	P47185
YDL177C	null	YDL177C|851377	Q12257
YEL053C	MAK10	856657|MAK10	Q02197
YOR176W	HEM15	HEM15|854347	P16622
YBR045C	GIP1	GIP1|852334	P38229
tR(ACG)K	null	null	null
YER066C-A	null	null	P87263
YNL282W	POP3	855439|POP3	P53833
YBL072C	RPS8A	852206|856839|RPS8B|RPS8A	P0CX40|P0CX39
YKL077W	null	YKL077W|853785	P36081
YDR210C-C	null	YDR210C-C|851795	Q12441
YER037W	PHM8	856759|PHM8	P40025
YJL117W	PHO86	853325|PHO86	P46956
snR59	null	null	null
YDR133C	null	null	Q03904
YEL025C	null	YEL025C|856688	P39991
YGR024C	THG1	THG1|852908	P53215
YML101C-A	null	null	Q6B0Z2
YNL013C	null	null	P53979
YER147C-A	null	null	null
YMR168C	CEP3	CEP3|855204	P40969
YJR035W	RAD26	853492|RAD26	P40352
YOL056W	GPM3	854098|GPM3	Q12326
YOR183W	FYV12	FYV12|854355	Q08559
YBR162W-A	YSY6	852460|YSY6	P38374
YJL062W-A	COA3	COA3|853383	Q3E7B2
YOR228C	null	854403|YOR228C	Q12106
YMR167W	MLH1	MLH1|855203	P38920
tD(GUC)J2	null	null	null
YOR396W	YRF1-8	YRF1-1|854577|YRF1-8|852158|851189|YRF1-5	P0CX22|P0CX21|P0CX20
YBR232C	null	null	P38327
YOR175C	ALE1	ALE1|854346	Q08548
YLR108C	null	850798|YLR108C	Q12259
YFR032C-A	RPL29	850592|RPL29	P05747
YLR094C	GIS3	GIS3|850783	Q12418
YLR438W	CAR2	851158|CAR2	P07991
tM(CAU)E	IMT4	null	null
YPL118W	MRP51	MRP51|855985	Q02950
YJL149W	DAS1	DAS1|853292	P47005
YMR021C	MAC1	MAC1|855035	P35192
YNL101W	AVT4	AVT4|855622	P50944
YER045C	ACA1	856769|ACA1	P39970
YJL127C	SPT10	SPT10|853315	P35208
YLR325C	RPL38	RPL38|851035	P49167
YBL080C	PET112	PET112|852198	P33893
YCR089W	FIG2	850451|FIG2	P25653
YOL146W	PSF3	854019|PSF3	Q12146
YDL077C	VAM6	851482|VAM6	Q07468
YDL214C	PRR2	851312|PRR2	Q12310
YPR016C	TIF6	TIF6|856126	Q12522
YJL016W	null	853436|YJL016W	P47072
YDR035W	ARO3	851605|ARO3	P14843
YBL039C-A	null	null	P0C5K9
YLR049C	null	YLR049C|850738	Q12110
YOR017W	PET127	PET127|854182	P32606
YDR071C	PAA1	851643|PAA1	Q12447
YGR088W	CTT1	CTT1|852979	P06115
YOL103W-A	null	YOL103W-A|854048	Q92392
YEL072W	RMD6	856637|RMD6	P39975
YBR180W	DTR1	852478|DTR1	P38125
YLR406C	RPL31B	851122|RPL31B	P0C2H9
YLR286W-A	null	null	Q8TGM4
snR69	null	null	null
YPR122W	AXL1	AXL1|856240	P40851
YPR137C-B	null	YPR137C-B|856257	Q99337|P0C2I9
YLR055C	SPT8	850744|SPT8	P38915
YGL130W	CEG1	CEG1|852747	Q01159
tA(UGC)G	null	null	null
YCL023C	null	null	P25563
YNL124W	NAF1	NAF1|855599	P53919
YMR122C	null	null	Q03879
YGL128C	CWC23	852749|CWC23	P52868
YLR091W	GEP5	GEP5|850780	Q12393
YDL016C	null	null	Q12115
YER152C	null	YER152C|856896	P10356
YKL090W	CUE2	CUE2|853772	P36075
YIL049W	DFG10	DFG10|854762	P40526
YIL158W	AIM20	854648|AIM20	P40451
YPR070W	MED1	856183|MED1	Q12321
YNL005C	MRP7	855727|MRP7	P12687
YMR134W	null	855164|YMR134W	P40207
YDR533C	HSP31	HSP31|852146	Q04432
YJR145C	RPS4A	RPS4B|RPS4A|853610|856610	P0CX35|P0CX36
YBR001C	NTH2	NTH2|852286	P35172
YLR096W	KIN2	850785|KIN2	P13186
YEL026W	SNU13	SNU13|856687	P39990
YKR070W	null	853944|YKR070W	P36151
YIL168W	null	null	null
tY(GUA)J2	SUP4	null	null
YBR141W-A	null	null	Q8TGQ4
YOL166C	null	null	Q08373
snR51	null	null	null
YGL173C	XRN1	852702|KEM1	P22147
YOL160W	null	null	Q08321
YGR230W	BNS1	BNS1|853145	P50084
YOR108C-A	null	null	Q8TGL6
YKL131W	null	null	P36067
YLR035C-A	null	850724|YLR035C-A	null
YDR172W	SUP35	851752|SUP35	P05453
YMR145C	NDE1	NDE1|855176	P40215
YPR053C	null	null	Q6Q5F3
YOR169C	null	null	Q08540
RDN58-2	null	null	null
YDR091C	RLI1	851665|RLI1	Q03195
YFL027C	GYP8	850517|GYP8	P43570
YDR177W	UBC1	851757|UBC1	P21734
YKL080W	VMA5	VMA5|853782	P31412
YDR170C	SEC7	SEC7|851748	P11075
YDR383C	NKP1	NKP1|851991	Q12493
YPL007C	TFC8	TFC8|856100	Q12308
YJR013W	GPI14	853470|GPI14	P47088
YLR095C	IOC2	850784|IOC2	Q12072
YDR404C	RPB7	RPB7|852013	P34087
YJR114W	null	null	P47151
YLR247C	IRC20	IRC20|850949	Q06554
YIL068C	SEC6	SEC6|854742	P32844
YNL129W	NRK1	855594|NRK1	P53915
YHR161C	YAP1801	YAP1801|856566	P38856
YOL001W	PHO80	PHO80|854161	P20052
YGR170W	PSD2	853080|PSD2	P53037
YDR510W	SMT3	852122|SMT3	Q12306
YMR304W	UBP15	855350|UBP15	P50101
YFR009W-A	null	null	P0C5M9
YNR075C-A	null	1466517|YNR075C-A	Q8TGJ2
YIL161W	null	854645|YIL161W	P40449
YFL038C	YPT1	850505|YPT1	P01123
YFL050C	ALR2	ALR2|850494	P43553
YOL097C	WRS1	WRS1|854056	Q12109
YJL198W	PHO90	PHO90|853241	P39535
tF(GAA)F	null	null	null
YGL157W	ARI1	852720|ARI1	P53111
YHL048W	COS8	856337|COS8	P40588|P38723
YPR158C-D	null	856284|YPR158C-D	P0C2J1
YHR180W-A	null	null	P0C5N8
YLR149C	null	850841|YLR149C	Q99296
YDR064W	RPS13	851636|RPS13	P05756
YKR024C	DBP7	DBP7|853894	P36120
YJR141W	null	YJR141W|853606	P47172
YPL180W	TCO89	855922|TCO89	Q08921
YDR283C	GCN2	GCN2|851877	P15442
YMR135C	GID8	GID8|855166	P40208
tR(UCU)J1	null	null	null
YDR490C	PKH1	PKH1|852101	Q03407
YPR087W	VPS69	null	O13584
YKL012W	PRP40	853857|PRP40	P33203
YJR102C	VPS25	VPS25|853566	P47142
YNL176C	TDA7	YNL176C|855545	P53882
YAL038W	CDC19	851193|CDC19	P00549
YBR018C	GAL7	GAL7|852306	P08431
YMR281W	GPI12	GPI12|855324	P23797
YOL163W	null	YOL163W|854001	P0CF20
YPR103W	PRE2	856218|PRE2	P30656
